;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V),M1(V)
2217,-0.001783,0.912001,0.906166,0.00488281
2218,-0.001782,0.912001,0.906166,0.00488281
2219,-0.001781,0.912001,0.907804,0.00390625
2220,-0.00178,0.91688,0.911079,0.00488281
2221,-0.001779,0.91688,0.914354,0.00292969
2222,-0.001778,0.920132,0.914354,0.00488281
2223,-0.001777,0.920132,0.914354,0.00488281
2224,-0.001776,0.920132,0.914354,0.00488281
2225,-0.001775,0.920132,0.912716,0.0078125
2226,-0.001774,0.920132,0.915991,0.00390625
2227,-0.001773,0.921758,0.915991,0.00488281
2228,-0.001772,0.921758,0.917629,0.00390625
2229,-0.001771,0.925011,0.920904,0.00390625
2230,-0.00177,0.923385,0.919267,0.00390625
2231,-0.001769,0.923385,0.919267,0.00390625
2232,-0.001768,0.926637,0.920904,0.00488281
2233,-0.001767,0.926637,0.922542,0.00390625
2234,-0.001766,0.928264,0.925817,0.00292969
2235,-0.001765,0.92989,0.924179,0.00488281
2236,-0.001764,0.92989,0.924179,0.00488281
2237,-0.001763,0.92989,0.924179,0.00488281
2238,-0.001762,0.931516,0.927455,0.00390625
2239,-0.001761,0.92989,0.925817,0.00390625
2240,-0.00176,0.931516,0.925817,0.00488281
2241,-0.001759,0.931516,0.929092,0.00292969
2242,-0.001758,0.931516,0.927455,0.00390625
2243,-0.001757,0.931516,0.927455,0.00390625
2244,-0.001756,0.931516,0.929092,0.00292969
2245,-0.001755,0.933143,0.927455,0.00488281
2246,-0.001754,0.933143,0.927455,0.00488281
2247,-0.001753,0.934769,0.929092,0.00488281
2248,-0.001752,0.934769,0.929092,0.00488281
2249,-0.001751,0.934769,0.929092,0.00488281
2250,-0.00175,0.936395,0.929092,0.0078125
2251,-0.001749,0.933143,0.929092,0.00390625
2252,-0.001748,0.933143,0.929092,0.00390625
2253,-0.001747,0.933143,0.929092,0.00390625
2254,-0.001746,0.933143,0.927455,0.00488281
2255,-0.001745,0.933143,0.93073,0.00292969
2256,-0.001744,0.933143,0.927455,0.00488281
2257,-0.001743,0.933143,0.927455,0.00488281
2258,-0.001742,0.931516,0.929092,0.00292969
2259,-0.001741,0.931516,0.925817,0.00488281
2260,-0.00174,0.92989,0.925817,0.00390625
2261,-0.001739,0.92989,0.925817,0.00390625
2262,-0.001738,0.931516,0.929092,0.00292969
2263,-0.001737,0.933143,0.929092,0.00390625
2264,-0.001736,0.92989,0.925817,0.00390625
2265,-0.001735,0.92989,0.925817,0.00390625
2266,-0.001734,0.926637,0.922542,0.00390625
2267,-0.001733,0.926637,0.922542,0.00390625
2268,-0.001732,0.926637,0.922542,0.00390625
2269,-0.001731,0.926637,0.920904,0.00488281
2270,-0.00173,0.926637,0.920904,0.00488281
2271,-0.001729,0.926637,0.920904,0.00488281
2272,-0.001728,0.925011,0.920904,0.00390625
2273,-0.001727,0.923385,0.917629,0.00488281
2274,-0.001726,0.921758,0.915991,0.00488281
2275,-0.001725,0.921758,0.917629,0.00390625
2276,-0.001724,0.920132,0.914354,0.00488281
2277,-0.001723,0.921758,0.917629,0.00390625
2278,-0.001722,0.921758,0.914354,0.0078125
2279,-0.001721,0.918506,0.911079,0.0078125
2280,-0.00172,0.918506,0.911079,0.0078125
2281,-0.001719,0.913627,0.911079,0.00292969
2282,-0.001718,0.913627,0.907804,0.00488281
2283,-0.001717,0.913627,0.911079,0.00292969
2284,-0.001716,0.912001,0.906166,0.00488281
2285,-0.001715,0.912001,0.907804,0.00390625
2286,-0.001714,0.908748,0.904528,0.00390625
2287,-0.001713,0.908748,0.902891,0.00488281
2288,-0.001712,0.905495,0.901253,0.00390625
2289,-0.001711,0.905495,0.902891,0.00292969
2290,-0.00171,0.903869,0.899616,0.00390625
2291,-0.001709,0.903869,0.899616,0.00390625
2292,-0.001708,0.900617,0.894703,0.00683594
2293,-0.001707,0.89899,0.894703,0.00390625
2294,-0.001706,0.897364,0.893065,0.00390625
2295,-0.001705,0.895738,0.893065,0.00292969
2296,-0.001704,0.895738,0.88979,0.00683594
2297,-0.001703,0.894111,0.88979,0.00390625
2298,-0.001702,0.892485,0.88979,0.00292969
2299,-0.001701,0.890859,0.884878,0.00683594
2300,-0.0017,0.887606,0.884878,0.00292969
2301,-0.001699,0.88598,0.879965,0.00683594
2302,-0.001698,0.882727,0.879965,0.00292969
2303,-0.001697,0.884354,0.879965,0.00390625
2304,-0.001696,0.881101,0.87669,0.00390625
2305,-0.001695,0.877848,0.875052,0.00292969
2306,-0.001694,0.876222,0.871777,0.00390625
2307,-0.001693,0.872969,0.870139,0.00292969
2308,-0.001692,0.871343,0.866864,0.00390625
2309,-0.001691,0.869717,0.866864,0.00292969
2310,-0.00169,0.866464,0.866864,0
2311,-0.001689,0.866464,0.863589,0.00292969
2312,-0.001688,0.866464,0.861951,0.00390625
2313,-0.001687,0.861585,0.858676,0.00292969
2314,-0.001686,0.858333,0.853764,0.00390625
2315,-0.001685,0.85508,0.853764,0.000976563
2316,-0.001684,0.853454,0.848851,0.00390625
2317,-0.001683,0.850201,0.848851,0.000976563
2318,-0.001682,0.851828,0.847213,0.00390625
2319,-0.001681,0.848575,0.845576,0.00390625
2320,-0.00168,0.845322,0.8423,0.00390625
2321,-0.001679,0.84207,0.839025,0.00390625
2322,-0.001678,0.838817,0.83575,0.00390625
2323,-0.001677,0.835564,0.830837,0.00390625
2324,-0.001676,0.833938,0.830837,0.00390625
2325,-0.001675,0.830686,0.827562,0.00390625
2326,-0.001674,0.832312,0.825925,0.00683594
2327,-0.001673,0.827433,0.82265,0.00390625
2328,-0.001672,0.82418,0.821012,0.00390625
2329,-0.001671,0.822554,0.817737,0.00390625
2330,-0.00167,0.814423,0.811186,0.00390625
2331,-0.001669,0.814423,0.811186,0.00390625
2332,-0.001668,0.814423,0.809549,0.00390625
2333,-0.001667,0.81117,0.806274,0.00488281
2334,-0.001666,0.807917,0.802999,0.00488281
2335,-0.001665,0.806291,0.799723,0.00683594
2336,-0.001664,0.799786,0.796448,0.00390625
2337,-0.001663,0.796533,0.793173,0.00390625
2338,-0.001662,0.794907,0.789898,0.00488281
2339,-0.001661,0.791654,0.78826,0.00390625
2340,-0.00166,0.791654,0.784985,0.00683594
2341,-0.001659,0.788402,0.783348,0.00488281
2342,-0.001658,0.781897,0.776797,0.00488281
2343,-0.001657,0.78027,0.773522,0.00683594
2344,-0.001656,0.773765,0.771885,0.000976563
2345,-0.001655,0.772139,0.768609,0.00390625
2346,-0.001654,0.770512,0.765334,0.00488281
2347,-0.001653,0.76726,0.763697,0.00390625
2348,-0.001652,0.764007,0.760422,0.00390625
2349,-0.001651,0.760755,0.753871,0.0078125
2350,-0.00165,0.754249,0.750596,0.00390625
2351,-0.001649,0.750997,0.747321,0.00390625
2352,-0.001648,0.74937,0.744046,0.00488281
2353,-0.001647,0.744492,0.742408,0.00292969
2354,-0.001646,0.744492,0.740771,0.00390625
2355,-0.001645,0.739613,0.73422,0.00488281
2356,-0.001644,0.734734,0.730945,0.00390625
2357,-0.001643,0.729855,0.724395,0.00488281
2358,-0.001642,0.726602,0.72112,0.00488281
2359,-0.001641,0.72335,0.717845,0.00488281
2360,-0.00164,0.721723,0.717845,0.00390625
2361,-0.001639,0.718471,0.712932,0.00488281
2362,-0.001638,0.711966,0.709657,0.00292969
2363,-0.001637,0.708713,0.704744,0.00390625
2364,-0.001636,0.703834,0.699831,0.00390625
2365,-0.001635,0.700581,0.694918,0.00488281
2366,-0.001634,0.697329,0.693281,0.00390625
2367,-0.001633,0.694076,0.690006,0.00390625
2368,-0.001632,0.690824,0.686731,0.00390625
2369,-0.001631,0.687571,0.681818,0.00488281
2370,-0.00163,0.681066,0.676905,0.00390625
2371,-0.001629,0.674561,0.67363,0
2372,-0.001628,0.672934,0.66708,0.00488281
2373,-0.001627,0.669682,0.665442,0.00390625
2374,-0.001626,0.666429,0.662167,0.00390625
2375,-0.001625,0.663176,0.657254,0.00683594
2376,-0.001624,0.656671,0.653979,0.00292969
2377,-0.001623,0.653419,0.647429,0.00683594
2378,-0.001622,0.646913,0.644153,0.00292969
2379,-0.001621,0.643661,0.639241,0.00390625
2380,-0.00162,0.640408,0.635966,0.00390625
2381,-0.001619,0.637156,0.631053,0.00683594
2382,-0.001618,0.633903,0.627778,0.00683594
2383,-0.001617,0.629024,0.624503,0.00390625
2384,-0.001616,0.622519,0.617952,0.00390625
2385,-0.001615,0.61764,0.613039,0.00390625
2386,-0.001614,0.612761,0.608127,0.00390625
2387,-0.001613,0.609509,0.604852,0.00390625
2388,-0.001612,0.606256,0.601576,0.00390625
2389,-0.001611,0.603003,0.596664,0.00683594
2390,-0.00161,0.596498,0.593389,0.00390625
2391,-0.001609,0.591619,0.586838,0.00390625
2392,-0.001608,0.585114,0.581926,0.00390625
2393,-0.001607,0.581861,0.575375,0.00683594
2394,-0.001606,0.578609,0.573738,0.00390625
2395,-0.001605,0.57373,0.570462,0.00390625
2396,-0.001604,0.570477,0.56555,0.00488281
2397,-0.001603,0.565598,0.558999,0.00683594
2398,-0.001602,0.557467,0.554087,0.00390625
2399,-0.001601,0.552588,0.549174,0.00390625
2400,-0.0016,0.547709,0.542624,0.00488281
2401,-0.001599,0.546083,0.540986,0.00488281
2402,-0.001598,0.539578,0.537711,0.000976563
2403,-0.001597,0.537951,0.532798,0.00488281
2404,-0.001596,0.531446,0.526248,0.00488281
2405,-0.001595,0.524941,0.522973,0.00292969
2406,-0.001594,0.518436,0.514785,0.00390625
2407,-0.001593,0.516809,0.51151,0.00488281
2408,-0.001592,0.510304,0.506597,0.00390625
2409,-0.001591,0.507051,0.504959,0.00292969
2410,-0.00159,0.503799,0.500047,0.00390625
2411,-0.001589,0.497294,0.493496,0.00390625
2412,-0.001588,0.489162,0.486946,0.00292969
2413,-0.001587,0.48591,0.482033,0.00390625
2414,-0.001586,0.479404,0.475483,0.00390625
2415,-0.001585,0.477778,0.472208,0.00488281
2416,-0.001584,0.471273,0.468933,0.00292969
2417,-0.001583,0.46802,0.462382,0.00488281
2418,-0.001582,0.459889,0.45747,0.00292969
2419,-0.001581,0.45501,0.454194,0
2420,-0.00158,0.450131,0.444369,0.00488281
2421,-0.001579,0.445252,0.439456,0.00488281
2422,-0.001578,0.441999,0.434543,0.0078125
2423,-0.001577,0.435494,0.431268,0.00390625
2424,-0.001576,0.430615,0.427993,0.00292969
2425,-0.001575,0.427363,0.42308,0.00390625
2426,-0.001574,0.420857,0.41653,0.00390625
2427,-0.001573,0.412726,0.408342,0.00390625
2428,-0.001572,0.409473,0.405067,0.00390625
2429,-0.001571,0.402968,0.398517,0.00390625
2430,-0.00157,0.398089,0.395242,0.00292969
2431,-0.001569,0.394837,0.390329,0.00390625
2432,-0.001568,0.391584,0.385416,0.00683594
2433,-0.001567,0.381826,0.380503,0.000976563
2434,-0.001566,0.378574,0.372316,0.00683594
2435,-0.001565,0.370442,0.367403,0.00390625
2436,-0.001564,0.365563,0.360852,0.00390625
2437,-0.001563,0.360684,0.35594,0.00390625
2438,-0.001562,0.354179,0.351027,0.00390625
2439,-0.001561,0.352553,0.346114,0.00683594
2440,-0.00156,0.346048,0.341202,0.00390625
2441,-0.001559,0.337916,0.334651,0.00390625
2442,-0.001558,0.334663,0.326463,0.0078125
2443,-0.001557,0.326532,0.323188,0.00390625
2444,-0.001556,0.323279,0.316638,0.00683594
2445,-0.001555,0.316774,0.311725,0.00488281
2446,-0.001554,0.313522,0.30845,0.00488281
2447,-0.001553,0.307016,0.3019,0.00488281
2448,-0.001552,0.300511,0.296987,0.00390625
2449,-0.001551,0.294006,0.288799,0.00488281
2450,-0.00155,0.287501,0.283886,0.00390625
2451,-0.001549,0.285874,0.277336,0.0078125
2452,-0.001548,0.279369,0.277336,0.00292969
2453,-0.001547,0.27449,0.269148,0.00488281
2454,-0.001546,0.267985,0.262598,0.00488281
2455,-0.001545,0.26148,0.259323,0.00292969
2456,-0.001544,0.251722,0.249497,0.00292969
2457,-0.001543,0.250096,0.242947,0.0078125
2458,-0.001542,0.243591,0.239672,0.00390625
2459,-0.001541,0.240338,0.236397,0.00390625
2460,-0.00154,0.233833,0.229846,0.00390625
2461,-0.001539,0.228954,0.223296,0.00488281
2462,-0.001538,0.222449,0.216746,0.00488281
2463,-0.001537,0.215943,0.210195,0.00488281
2464,-0.001536,0.209438,0.20692,0.00292969
2465,-0.001535,0.204559,0.20037,0.00390625
2466,-0.001534,0.198054,0.195457,0.00292969
2467,-0.001533,0.194802,0.190544,0.00390625
2468,-0.001532,0.188296,0.183994,0.00390625
2469,-0.001531,0.181791,0.177444,0.00390625
2470,-0.00153,0.17366,0.172531,0.000976563
2471,-0.001529,0.170407,0.165981,0.00390625
2472,-0.001528,0.162275,0.161068,0.000976563
2473,-0.001527,0.159023,0.154518,0.00390625
2474,-0.001526,0.152518,0.149605,0.00292969
2475,-0.001525,0.147639,0.143055,0.00390625
2476,-0.001524,0.139507,0.136504,0.00390625
2477,-0.001523,0.133002,0.131592,0.000976563
2478,-0.001522,0.129749,0.125041,0.00390625
2479,-0.001521,0.121618,0.118491,0.00390625
2480,-0.00152,0.118365,0.115216,0.00390625
2481,-0.001519,0.113486,0.108665,0.00390625
2482,-0.001518,0.106981,0.102115,0.00390625
2483,-0.001517,0.100476,0.0972024,0.00390625
2484,-0.001516,0.0923445,0.0906521,0.000976563
2485,-0.001515,0.0890919,0.0841018,0.00488281
2486,-0.001514,0.0825867,0.079189,0.00390625
2487,-0.001513,0.0777078,0.0726387,0.00488281
2488,-0.001512,0.0712026,0.0693635,0.000976563
2489,-0.001511,0.0646974,0.0611757,0.00390625
2490,-0.00151,0.0581922,0.0546253,0.00390625
2491,-0.001509,0.051687,0.048075,0.00390625
2492,-0.001508,0.0484344,0.0431623,0.00488281
2493,-0.001507,0.0419291,0.036612,0.00488281
2494,-0.001506,0.0370502,0.0333368,0.00390625
2495,-0.001505,0.030545,0.0251489,0.00488281
2496,-0.001504,0.0240398,0.0218738,0.00292969
2497,-0.001503,0.0175346,0.0153235,0.00292969
2498,-0.001502,0.0110294,0.00877316,0.00292969
2499,-0.001501,0.00615051,0.00222285,0.00390625
2500,-0.0015,0.0028979,-0.00432747,0.0078125
2501,-0.001499,-0.00360731,-0.00760262,0.00390625
2502,-0.001498,-0.0101125,-0.0141529,0.00390625
2503,-0.001497,-0.0166177,-0.0190657,0.00292969
2504,-0.001496,-0.0231229,-0.025616,0.00292969
2505,-0.001495,-0.0263755,-0.0321663,0.00488281
2506,-0.001494,-0.034507,-0.0387166,0.00390625
2507,-0.001493,-0.0393859,-0.0436293,0.00390625
2508,-0.001492,-0.0426386,-0.0485421,0.00683594
2509,-0.001491,-0.0507701,-0.0550924,0.00390625
2510,-0.00149,-0.0572753,-0.0616427,0.00390625
2511,-0.001489,-0.0637805,-0.0665554,0.00292969
2512,-0.001488,-0.0686594,-0.0731058,0.00390625
2513,-0.001487,-0.0751646,-0.0796561,0.00390625
2514,-0.001486,-0.0784172,-0.0829312,0.00390625
2515,-0.001485,-0.0849224,-0.0911191,0.00683594
2516,-0.001484,-0.0930539,-0.0976694,0.00390625
2517,-0.001483,-0.0979328,-0.100945,0.00390625
2518,-0.001482,-0.104438,-0.109132,0.00390625
2519,-0.001481,-0.110943,-0.112408,0.000976563
2520,-0.00148,-0.117448,-0.118958,0.000976563
2521,-0.001479,-0.120701,-0.125508,0.00390625
2522,-0.001478,-0.127206,-0.128783,0.000976563
2523,-0.001477,-0.133711,-0.136971,0.00390625
2524,-0.001476,-0.140217,-0.143522,0.00390625
2525,-0.001475,-0.145096,-0.150072,0.00488281
2526,-0.001474,-0.153227,-0.154985,0.000976563
2527,-0.001473,-0.15648,-0.161535,0.00488281
2528,-0.001472,-0.161359,-0.166448,0.00488281
2529,-0.001471,-0.167864,-0.17136,0.00390625
2530,-0.00147,-0.174369,-0.177911,0.00390625
2531,-0.001469,-0.180874,-0.184461,0.00390625
2532,-0.001468,-0.185753,-0.189374,0.00390625
2533,-0.001467,-0.193885,-0.195924,0.00292969
2534,-0.001466,-0.197137,-0.200837,0.00390625
2535,-0.001465,-0.20039,-0.207387,0.0078125
2536,-0.001464,-0.206895,-0.210662,0.00390625
2537,-0.001463,-0.2134,-0.215575,0.00292969
2538,-0.001462,-0.219905,-0.223763,0.00390625
2539,-0.001461,-0.226411,-0.233588,0.0078125
2540,-0.00146,-0.232916,-0.236864,0.00390625
2541,-0.001459,-0.239421,-0.241776,0.00292969
2542,-0.001458,-0.242674,-0.246689,0.00390625
2543,-0.001457,-0.247553,-0.251602,0.00390625
2544,-0.001456,-0.254058,-0.25979,0.00488281
2545,-0.001455,-0.260563,-0.263065,0.00292969
2546,-0.001454,-0.265442,-0.269615,0.00390625
2547,-0.001453,-0.271947,-0.277803,0.00488281
2548,-0.001452,-0.276826,-0.281078,0.00390625
2549,-0.001451,-0.283331,-0.284353,0.000976563
2550,-0.00145,-0.286584,-0.290904,0.00390625
2551,-0.001449,-0.293089,-0.297454,0.00390625
2552,-0.001448,-0.299594,-0.302367,0.00292969
2553,-0.001447,-0.306099,-0.310555,0.00390625
2554,-0.001446,-0.310978,-0.31383,0.00292969
2555,-0.001445,-0.315857,-0.32038,0.00390625
2556,-0.001444,-0.320736,-0.32693,0.00683594
2557,-0.001443,-0.327241,-0.330206,0.00390625
2558,-0.001442,-0.33212,-0.336756,0.00390625
2559,-0.001441,-0.338625,-0.341669,0.00390625
2560,-0.00144,-0.341878,-0.348219,0.00683594
2561,-0.001439,-0.35001,-0.353132,0.00390625
2562,-0.001438,-0.354889,-0.359682,0.00390625
2563,-0.001437,-0.358141,-0.362957,0.00390625
2564,-0.001436,-0.366273,-0.36787,0.000976563
2565,-0.001435,-0.371152,-0.37442,0.00390625
2566,-0.001434,-0.377657,-0.38097,0.00390625
2567,-0.001433,-0.384162,-0.387521,0.00390625
2568,-0.001432,-0.387415,-0.390796,0.00390625
2569,-0.001431,-0.390667,-0.397346,0.00683594
2570,-0.00143,-0.397172,-0.400621,0.00390625
2571,-0.001429,-0.403678,-0.407172,0.00390625
2572,-0.001428,-0.408556,-0.413722,0.00488281
2573,-0.001427,-0.415062,-0.416997,0.000976563
2574,-0.001426,-0.418314,-0.423547,0.00488281
2575,-0.001425,-0.424819,-0.430098,0.00488281
2576,-0.001424,-0.428072,-0.431735,0.00390625
2577,-0.001423,-0.432951,-0.438286,0.00488281
2578,-0.001422,-0.439456,-0.441561,0.00292969
2579,-0.001421,-0.445961,-0.449749,0.00390625
2580,-0.00142,-0.45084,-0.454661,0.00390625
2581,-0.001419,-0.457346,-0.459574,0.00292969
2582,-0.001418,-0.460598,-0.466125,0.00488281
2583,-0.001417,-0.465477,-0.4694,0.00390625
2584,-0.001416,-0.46873,-0.474312,0.00488281
2585,-0.001415,-0.475235,-0.477588,0.00292969
2586,-0.001414,-0.48174,-0.485775,0.00390625
2587,-0.001413,-0.486619,-0.490688,0.00390625
2588,-0.001412,-0.491498,-0.495601,0.00390625
2589,-0.001411,-0.496377,-0.498876,0.00292969
2590,-0.00141,-0.498003,-0.502151,0.00390625
2591,-0.001409,-0.506135,-0.507064,0
2592,-0.001408,-0.509387,-0.513614,0.00390625
2593,-0.001407,-0.517519,-0.520165,0.00292969
2594,-0.001406,-0.520771,-0.525077,0.00390625
2595,-0.001405,-0.52565,-0.52999,0.00390625
2596,-0.001404,-0.530529,-0.533265,0.00292969
2597,-0.001403,-0.533782,-0.538178,0.00390625
2598,-0.001402,-0.540287,-0.543091,0.00292969
2599,-0.001401,-0.54354,-0.546366,0.00292969
2600,-0.0014,-0.548418,-0.552916,0.00390625
2601,-0.001399,-0.554924,-0.557829,0.00292969
2602,-0.001398,-0.561429,-0.564379,0.00390625
2603,-0.001397,-0.564681,-0.567654,0.00390625
2604,-0.001396,-0.567934,-0.57093,0.00390625
2605,-0.001395,-0.572813,-0.574205,0.000976563
2606,-0.001394,-0.576066,-0.580755,0.00390625
2607,-0.001393,-0.584197,-0.587305,0.00390625
2608,-0.001392,-0.58745,-0.59058,0.00390625
2609,-0.001391,-0.592329,-0.595493,0.00390625
2610,-0.00139,-0.595581,-0.598768,0.00390625
2611,-0.001389,-0.598834,-0.600406,0.000976563
2612,-0.001388,-0.605339,-0.606956,0.000976563
2613,-0.001387,-0.608592,-0.613507,0.00488281
2614,-0.001386,-0.615097,-0.618419,0.00390625
2615,-0.001385,-0.619976,-0.623332,0.00390625
2616,-0.001384,-0.623228,-0.626607,0.00390625
2617,-0.001383,-0.626481,-0.629882,0.00390625
2618,-0.001382,-0.629734,-0.63152,0.000976563
2619,-0.001381,-0.634612,-0.63807,0.00390625
2620,-0.00138,-0.637865,-0.642983,0.00488281
2621,-0.001379,-0.645997,-0.649533,0.00390625
2622,-0.001378,-0.649249,-0.651171,0.000976563
2623,-0.001377,-0.655754,-0.659359,0.00390625
2624,-0.001376,-0.655754,-0.657721,0.00292969
2625,-0.001375,-0.659007,-0.662634,0.00390625
2626,-0.001374,-0.665512,-0.665909,0
2627,-0.001373,-0.667138,-0.672459,0.00488281
2628,-0.001372,-0.673644,-0.677372,0.00390625
2629,-0.001371,-0.678523,-0.682285,0.00390625
2630,-0.00137,-0.685028,-0.68556,0
2631,-0.001369,-0.685028,-0.687198,0.00292969
2632,-0.001368,-0.68828,-0.690473,0.00292969
2633,-0.001367,-0.693159,-0.695385,0.00292969
2634,-0.001366,-0.696412,-0.700298,0.00390625
2635,-0.001365,-0.701291,-0.703573,0.00292969
2636,-0.001364,-0.707796,-0.710124,0.00292969
2637,-0.001363,-0.709422,-0.713399,0.00390625
2638,-0.001362,-0.714301,-0.716674,0.00292969
2639,-0.001361,-0.714301,-0.719949,0.00488281
2640,-0.00136,-0.71918,-0.723224,0.00390625
2641,-0.001359,-0.724059,-0.728137,0.00390625
2642,-0.001358,-0.728938,-0.731412,0.00292969
2643,-0.001357,-0.732191,-0.736325,0.00390625
2644,-0.001356,-0.735443,-0.7396,0.00390625
2645,-0.001355,-0.738696,-0.742875,0.00390625
2646,-0.001354,-0.741948,-0.74615,0.00390625
2647,-0.001353,-0.745201,-0.747788,0.00292969
2648,-0.001352,-0.748454,-0.754338,0.00683594
2649,-0.001351,-0.754959,-0.757613,0.00292969
2650,-0.00135,-0.756585,-0.760889,0.00390625
2651,-0.001349,-0.759838,-0.764164,0.00390625
2652,-0.001348,-0.764717,-0.767439,0.00292969
2653,-0.001347,-0.764717,-0.770714,0.00683594
2654,-0.001346,-0.769596,-0.772352,0.00292969
2655,-0.001345,-0.774474,-0.777264,0.00292969
2656,-0.001344,-0.777727,-0.78054,0.00292969
2657,-0.001343,-0.779353,-0.785452,0.00683594
2658,-0.001342,-0.785859,-0.788727,0.00292969
2659,-0.001341,-0.787485,-0.792003,0.00390625
2660,-0.00134,-0.789111,-0.79364,0.00390625
2661,-0.001339,-0.792364,-0.795278,0.00292969
2662,-0.001338,-0.795616,-0.80019,0.00390625
2663,-0.001337,-0.800495,-0.803466,0.00390625
2664,-0.001336,-0.803748,-0.806741,0.00390625
2665,-0.001335,-0.807,-0.810016,0.00390625
2666,-0.001334,-0.807,-0.813291,0.00683594
2667,-0.001333,-0.810253,-0.814929,0.00390625
2668,-0.001332,-0.813506,-0.816566,0.00390625
2669,-0.001331,-0.815132,-0.819841,0.00390625
2670,-0.00133,-0.821637,-0.824754,0.00390625
2671,-0.001329,-0.82489,-0.828029,0.00390625
2672,-0.001328,-0.82489,-0.831304,0.00683594
2673,-0.001327,-0.828142,-0.831304,0.00390625
2674,-0.001326,-0.829769,-0.83458,0.00390625
2675,-0.001325,-0.833021,-0.836217,0.00390625
2676,-0.001324,-0.834648,-0.839492,0.00390625
2677,-0.001323,-0.839526,-0.842767,0.00390625
2678,-0.001322,-0.844405,-0.846043,0.000976563
2679,-0.001321,-0.846032,-0.850955,0.00488281
2680,-0.00132,-0.849284,-0.850955,0.000976563
2681,-0.001319,-0.847658,-0.852593,0.00488281
2682,-0.001318,-0.850911,-0.855868,0.00488281
2683,-0.001317,-0.854163,-0.857506,0.00390625
2684,-0.001316,-0.859042,-0.860781,0.000976563
2685,-0.001315,-0.859042,-0.864056,0.00488281
2686,-0.001314,-0.862295,-0.867331,0.00488281
2687,-0.001313,-0.865547,-0.865694,0
2688,-0.001312,-0.863921,-0.868969,0.00488281
2689,-0.001311,-0.867174,-0.868969,0.000976563
2690,-0.00131,-0.8688,-0.872244,0.00390625
2691,-0.001309,-0.873679,-0.878794,0.00488281
2692,-0.001308,-0.876931,-0.878794,0.000976563
2693,-0.001307,-0.876931,-0.883707,0.00683594
2694,-0.001306,-0.880184,-0.883707,0.00390625
2695,-0.001305,-0.878558,-0.883707,0.00488281
2696,-0.001304,-0.880184,-0.885345,0.00488281
2697,-0.001303,-0.883437,-0.885345,0.000976563
2698,-0.001302,-0.886689,-0.891895,0.00488281
2699,-0.001301,-0.889942,-0.89517,0.00488281
2700,-0.0013,-0.893194,-0.89517,0.00292969
2701,-0.001299,-0.893194,-0.896808,0.00390625
2702,-0.001298,-0.894821,-0.898445,0.00390625
2703,-0.001297,-0.894821,-0.898445,0.00390625
2704,-0.001296,-0.896447,-0.90172,0.00488281
2705,-0.001295,-0.8997,-0.903358,0.00390625
2706,-0.001294,-0.902952,-0.906633,0.00390625
2707,-0.001293,-0.906205,-0.908271,0.00292969
2708,-0.001292,-0.904579,-0.908271,0.00390625
2709,-0.001291,-0.904579,-0.908271,0.00390625
2710,-0.00129,-0.902952,-0.908271,0.00488281
2711,-0.001289,-0.909457,-0.911546,0.00292969
2712,-0.001288,-0.909457,-0.911546,0.00292969
2713,-0.001287,-0.91271,-0.914821,0.00292969
2714,-0.001286,-0.914336,-0.918096,0.00390625
2715,-0.001285,-0.915963,-0.918096,0.00292969
2716,-0.001284,-0.914336,-0.918096,0.00390625
2717,-0.001283,-0.915963,-0.918096,0.00292969
2718,-0.001282,-0.915963,-0.921371,0.00488281
2719,-0.001281,-0.919215,-0.921371,0.00292969
2720,-0.00128,-0.922468,-0.926284,0.00390625
2721,-0.001279,-0.922468,-0.926284,0.00390625
2722,-0.001278,-0.922468,-0.926284,0.00390625
2723,-0.001277,-0.922468,-0.926284,0.00390625
2724,-0.001276,-0.922468,-0.926284,0.00390625
2725,-0.001275,-0.924094,-0.929559,0.00488281
2726,-0.001274,-0.925721,-0.927922,0.00292969
2727,-0.001273,-0.927347,-0.932834,0.00488281
2728,-0.001272,-0.930599,-0.932834,0.00292969
2729,-0.001271,-0.930599,-0.932834,0.00292969
2730,-0.00127,-0.927347,-0.932834,0.00488281
2731,-0.001269,-0.927347,-0.931197,0.00390625
2732,-0.001268,-0.930599,-0.932834,0.00292969
2733,-0.001267,-0.932226,-0.936109,0.00390625
2734,-0.001266,-0.933852,-0.937747,0.00390625
2735,-0.001265,-0.933852,-0.937747,0.00390625
2736,-0.001264,-0.933852,-0.937747,0.00390625
2737,-0.001263,-0.935478,-0.937747,0.00292969
2738,-0.001262,-0.935478,-0.937747,0.00292969
2739,-0.001261,-0.935478,-0.937747,0.00292969
2740,-0.00126,-0.933852,-0.941022,0.0078125
2741,-0.001259,-0.937105,-0.941022,0.00390625
2742,-0.001258,-0.937105,-0.941022,0.00390625
2743,-0.001257,-0.937105,-0.941022,0.00390625
2744,-0.001256,-0.935478,-0.939385,0.00390625
2745,-0.001255,-0.938731,-0.941022,0.00292969
2746,-0.001254,-0.938731,-0.939385,0
2747,-0.001253,-0.937105,-0.941022,0.00390625
2748,-0.001252,-0.940357,-0.944297,0.00390625
2749,-0.001251,-0.940357,-0.94266,0.00292969
2750,-0.00125,-0.940357,-0.944297,0.00390625
