;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V),M1(V)
3554,-0.000446,-0.312605,-0.31383,0.000976563
3555,-0.000445,-0.315857,-0.318742,0.00292969
3556,-0.000444,-0.31911,-0.325293,0.00683594
3557,-0.000443,-0.328868,-0.330206,0.000976563
3558,-0.000442,-0.333747,-0.338393,0.00390625
3559,-0.000441,-0.338625,-0.341669,0.00390625
3560,-0.00044,-0.343504,-0.348219,0.00390625
3561,-0.000439,-0.348383,-0.353132,0.00390625
3562,-0.000438,-0.353262,-0.356407,0.00390625
3563,-0.000437,-0.359767,-0.364595,0.00390625
3564,-0.000436,-0.366273,-0.36787,0.000976563
3565,-0.000435,-0.372778,-0.37442,0.000976563
3566,-0.000434,-0.379283,-0.382608,0.00390625
3567,-0.000433,-0.382536,-0.385883,0.00390625
3568,-0.000432,-0.387415,-0.389158,0.000976563
3569,-0.000431,-0.392293,-0.395709,0.00390625
3570,-0.00043,-0.398799,-0.402259,0.00390625
3571,-0.000429,-0.403678,-0.407172,0.00390625
3572,-0.000428,-0.40693,-0.413722,0.00683594
3573,-0.000427,-0.413435,-0.416997,0.00390625
3574,-0.000426,-0.419941,-0.423547,0.00390625
3575,-0.000425,-0.424819,-0.426823,0.00292969
3576,-0.000424,-0.429698,-0.433373,0.00390625
3577,-0.000423,-0.436204,-0.438286,0.00292969
3578,-0.000422,-0.442709,-0.444836,0.00292969
3579,-0.000421,-0.445961,-0.449749,0.00390625
3580,-0.00042,-0.449214,-0.454661,0.00488281
3581,-0.000419,-0.455719,-0.457937,0.00292969
3582,-0.000418,-0.462224,-0.464487,0.00292969
3583,-0.000417,-0.465477,-0.4694,0.00390625
3584,-0.000416,-0.470356,-0.474312,0.00390625
3585,-0.000415,-0.475235,-0.479225,0.00390625
3586,-0.000414,-0.48174,-0.485775,0.00390625
3587,-0.000413,-0.484993,-0.487413,0.00292969
3588,-0.000412,-0.491498,-0.493963,0.00292969
3589,-0.000411,-0.496377,-0.498876,0.00292969
3590,-0.00041,-0.501256,-0.503789,0.00292969
3591,-0.000409,-0.506135,-0.508702,0.00292969
3592,-0.000408,-0.511014,-0.513614,0.00292969
3593,-0.000407,-0.517519,-0.518527,0.000976563
3594,-0.000406,-0.520771,-0.52344,0.00292969
3595,-0.000405,-0.52565,-0.528352,0.00292969
3596,-0.000404,-0.530529,-0.534903,0.00390625
3597,-0.000403,-0.537034,-0.539816,0.00292969
3598,-0.000402,-0.541913,-0.544728,0.00292969
3599,-0.000401,-0.545166,-0.548003,0.00292969
3600,-0.0004,-0.548418,-0.552916,0.00390625
3601,-0.000399,-0.554924,-0.557829,0.00292969
3602,-0.000398,-0.558176,-0.562742,0.00390625
3603,-0.000397,-0.563055,-0.566017,0.00390625
3604,-0.000396,-0.567934,-0.572567,0.00390625
3605,-0.000395,-0.572813,-0.575842,0.00390625
3606,-0.000394,-0.576066,-0.579117,0.00390625
3607,-0.000393,-0.582571,-0.585668,0.00390625
3608,-0.000392,-0.58745,-0.59058,0.00390625
3609,-0.000391,-0.592329,-0.593856,0.000976563
3610,-0.00039,-0.595581,-0.597131,0.000976563
3611,-0.000389,-0.60046,-0.603681,0.00390625
3612,-0.000388,-0.606965,-0.610231,0.00390625
3613,-0.000387,-0.610218,-0.613507,0.00390625
3614,-0.000386,-0.615097,-0.615144,0
3615,-0.000385,-0.618349,-0.623332,0.00488281
3616,-0.000384,-0.623228,-0.626607,0.00390625
3617,-0.000383,-0.628107,-0.629882,0.000976563
3618,-0.000382,-0.63136,-0.634795,0.00390625
3619,-0.000381,-0.634612,-0.636433,0.000976563
3620,-0.00038,-0.639491,-0.642983,0.00390625
3621,-0.000379,-0.645997,-0.647896,0.000976563
3622,-0.000378,-0.647623,-0.651171,0.00390625
3623,-0.000377,-0.654128,-0.656084,0.00292969
3624,-0.000376,-0.657381,-0.659359,0.00292969
3625,-0.000375,-0.663886,-0.667547,0.00390625
3626,-0.000374,-0.665512,-0.665909,0
3627,-0.000373,-0.668765,-0.672459,0.00390625
3628,-0.000372,-0.672017,-0.675735,0.00390625
3629,-0.000371,-0.676896,-0.680647,0.00390625
3630,-0.00037,-0.681775,-0.68556,0.00390625
3631,-0.000369,-0.68828,-0.688835,0
3632,-0.000368,-0.689907,-0.69211,0.00292969
3633,-0.000367,-0.693159,-0.697023,0.00390625
3634,-0.000366,-0.696412,-0.700298,0.00390625
3635,-0.000365,-0.701291,-0.705211,0.00390625
3636,-0.000364,-0.70617,-0.708486,0.00292969
3637,-0.000363,-0.711049,-0.713399,0.00292969
3638,-0.000362,-0.714301,-0.718312,0.00390625
3639,-0.000361,-0.717554,-0.719949,0.00292969
3640,-0.00036,-0.720806,-0.723224,0.00292969
3641,-0.000359,-0.724059,-0.726499,0.00292969
3642,-0.000358,-0.727312,-0.731412,0.00390625
3643,-0.000357,-0.732191,-0.734687,0.00292969
3644,-0.000356,-0.735443,-0.7396,0.00390625
3645,-0.000355,-0.741948,-0.744513,0.00292969
3646,-0.000354,-0.745201,-0.747788,0.00292969
3647,-0.000353,-0.746827,-0.749426,0.00292969
3648,-0.000352,-0.75008,-0.754338,0.00390625
3649,-0.000351,-0.753332,-0.755976,0.00292969
3650,-0.00035,-0.758211,-0.759251,0.000976563
3651,-0.000349,-0.761464,-0.765801,0.00390625
3652,-0.000348,-0.76309,-0.767439,0.00390625
3653,-0.000347,-0.767969,-0.772352,0.00390625
3654,-0.000346,-0.771222,-0.773989,0.00292969
3655,-0.000345,-0.774474,-0.777264,0.00292969
3656,-0.000344,-0.777727,-0.78054,0.00292969
3657,-0.000343,-0.78098,-0.783815,0.00292969
3658,-0.000342,-0.782606,-0.78709,0.00390625
3659,-0.000341,-0.789111,-0.792003,0.00292969
3660,-0.00034,-0.790737,-0.79364,0.00292969
3661,-0.000339,-0.79399,-0.796915,0.00292969
3662,-0.000338,-0.797243,-0.80019,0.00390625
3663,-0.000337,-0.800495,-0.803466,0.00390625
3664,-0.000336,-0.803748,-0.806741,0.00390625
3665,-0.000335,-0.807,-0.810016,0.00390625
3666,-0.000334,-0.810253,-0.813291,0.00390625
3667,-0.000333,-0.813506,-0.816566,0.00390625
3668,-0.000332,-0.815132,-0.818204,0.00390625
3669,-0.000331,-0.816758,-0.819841,0.00390625
3670,-0.00033,-0.818385,-0.823117,0.00390625
3671,-0.000329,-0.823263,-0.826392,0.00390625
3672,-0.000328,-0.828142,-0.829667,0.000976563
3673,-0.000327,-0.831395,-0.832942,0.000976563
3674,-0.000326,-0.834648,-0.836217,0.000976563
3675,-0.000325,-0.834648,-0.837855,0.00390625
3676,-0.000324,-0.834648,-0.839492,0.00390625
3677,-0.000323,-0.839526,-0.84113,0.000976563
3678,-0.000322,-0.842779,-0.844405,0.000976563
3679,-0.000321,-0.846032,-0.84768,0.000976563
3680,-0.00032,-0.849284,-0.850955,0.000976563
3681,-0.000319,-0.850911,-0.855868,0.00488281
3682,-0.000318,-0.852537,-0.855868,0.00390625
3683,-0.000317,-0.855789,-0.857506,0.000976563
3684,-0.000316,-0.859042,-0.860781,0.000976563
3685,-0.000315,-0.859042,-0.862418,0.00390625
3686,-0.000314,-0.860668,-0.864056,0.00390625
3687,-0.000313,-0.863921,-0.867331,0.00390625
3688,-0.000312,-0.865547,-0.868969,0.00390625
3689,-0.000311,-0.867174,-0.872244,0.00488281
3690,-0.00031,-0.872053,-0.873881,0.000976563
3691,-0.000309,-0.873679,-0.877157,0.00390625
3692,-0.000308,-0.875305,-0.878794,0.00390625
3693,-0.000307,-0.878558,-0.882069,0.00390625
3694,-0.000306,-0.878558,-0.882069,0.00390625
3695,-0.000305,-0.88181,-0.885345,0.00390625
3696,-0.000304,-0.88181,-0.885345,0.00390625
3697,-0.000303,-0.885063,-0.890257,0.00488281
3698,-0.000302,-0.888316,-0.891895,0.00390625
3699,-0.000301,-0.891568,-0.893532,0.00292969
3700,-0.0003,-0.891568,-0.893532,0.00292969
3701,-0.000299,-0.894821,-0.896808,0.00292969
3702,-0.000298,-0.894821,-0.896808,0.00292969
3703,-0.000297,-0.894821,-0.900083,0.00488281
3704,-0.000296,-0.901326,-0.903358,0.00292969
3705,-0.000295,-0.901326,-0.903358,0.00292969
3706,-0.000294,-0.901326,-0.904996,0.00390625
3707,-0.000293,-0.904579,-0.906633,0.00292969
3708,-0.000292,-0.902952,-0.906633,0.00390625
3709,-0.000291,-0.906205,-0.909908,0.00390625
3710,-0.00029,-0.906205,-0.909908,0.00390625
3711,-0.000289,-0.909457,-0.913183,0.00390625
3712,-0.000288,-0.909457,-0.913183,0.00390625
3713,-0.000287,-0.91271,-0.916459,0.00390625
3714,-0.000286,-0.911084,-0.916459,0.00488281
3715,-0.000285,-0.914336,-0.918096,0.00390625
3716,-0.000284,-0.914336,-0.919734,0.00488281
3717,-0.000283,-0.917589,-0.919734,0.00292969
3718,-0.000282,-0.917589,-0.923009,0.00488281
3719,-0.000281,-0.919215,-0.921371,0.00292969
3720,-0.00028,-0.919215,-0.923009,0.00390625
3721,-0.000279,-0.922468,-0.923009,0
3722,-0.000278,-0.922468,-0.926284,0.00390625
3723,-0.000277,-0.922468,-0.927922,0.00488281
3724,-0.000276,-0.924094,-0.927922,0.00390625
3725,-0.000275,-0.927347,-0.931197,0.00390625
3726,-0.000274,-0.925721,-0.931197,0.00488281
3727,-0.000273,-0.927347,-0.929559,0.00292969
3728,-0.000272,-0.927347,-0.929559,0.00292969
3729,-0.000271,-0.928973,-0.931197,0.00292969
3730,-0.00027,-0.928973,-0.934472,0.00488281
3731,-0.000269,-0.928973,-0.932834,0.00390625
3732,-0.000268,-0.932226,-0.934472,0.00292969
3733,-0.000267,-0.932226,-0.936109,0.00390625
3734,-0.000266,-0.932226,-0.936109,0.00390625
3735,-0.000265,-0.932226,-0.934472,0.00292969
3736,-0.000264,-0.932226,-0.934472,0.00292969
3737,-0.000263,-0.935478,-0.939385,0.00390625
3738,-0.000262,-0.935478,-0.939385,0.00390625
3739,-0.000261,-0.937105,-0.939385,0.00292969
3740,-0.00026,-0.935478,-0.939385,0.00390625
3741,-0.000259,-0.935478,-0.941022,0.00488281
3742,-0.000258,-0.935478,-0.937747,0.00292969
3743,-0.000257,-0.935478,-0.937747,0.00292969
3744,-0.000256,-0.935478,-0.937747,0.00292969
3745,-0.000255,-0.938731,-0.941022,0.00292969
3746,-0.000254,-0.937105,-0.944297,0.0078125
3747,-0.000253,-0.940357,-0.94266,0.00292969
3748,-0.000252,-0.938731,-0.944297,0.00488281
3749,-0.000251,-0.938731,-0.941022,0.00292969
3750,-0.00025,-0.937105,-0.941022,0.00390625
3751,-0.000249,-0.937105,-0.941022,0.00390625
3752,-0.000248,-0.940357,-0.944297,0.00390625
3753,-0.000247,-0.940357,-0.94266,0.00292969
3754,-0.000246,-0.940357,-0.94266,0.00292969
3755,-0.000245,-0.940357,-0.94266,0.00292969
3756,-0.000244,-0.937105,-0.94266,0.00488281
3757,-0.000243,-0.933852,-0.937747,0.00390625
3758,-0.000242,-0.935478,-0.937747,0.00292969
3759,-0.000241,-0.937105,-0.941022,0.00390625
3760,-0.00024,-0.937105,-0.939385,0.00292969
3761,-0.000239,-0.935478,-0.939385,0.00390625
3762,-0.000238,-0.935478,-0.941022,0.00488281
3763,-0.000237,-0.935478,-0.937747,0.00292969
3764,-0.000236,-0.935478,-0.937747,0.00292969
3765,-0.000235,-0.932226,-0.934472,0.00292969
3766,-0.000234,-0.932226,-0.936109,0.00390625
3767,-0.000233,-0.933852,-0.937747,0.00390625
3768,-0.000232,-0.933852,-0.937747,0.00390625
3769,-0.000231,-0.930599,-0.934472,0.00390625
3770,-0.00023,-0.928973,-0.931197,0.00292969
3771,-0.000229,-0.928973,-0.931197,0.00292969
3772,-0.000228,-0.927347,-0.931197,0.00390625
3773,-0.000227,-0.927347,-0.929559,0.00292969
3774,-0.000226,-0.928973,-0.932834,0.00390625
3775,-0.000225,-0.927347,-0.931197,0.00390625
3776,-0.000224,-0.924094,-0.927922,0.00390625
3777,-0.000223,-0.924094,-0.927922,0.00390625
3778,-0.000222,-0.924094,-0.926284,0.00292969
3779,-0.000221,-0.920842,-0.924646,0.00390625
3780,-0.00022,-0.920842,-0.927922,0.0078125
3781,-0.000219,-0.920842,-0.924646,0.00390625
3782,-0.000218,-0.920842,-0.921371,0
3783,-0.000217,-0.917589,-0.921371,0.00390625
3784,-0.000216,-0.915963,-0.918096,0.00292969
3785,-0.000215,-0.915963,-0.919734,0.00390625
3786,-0.000214,-0.911084,-0.916459,0.00488281
3787,-0.000213,-0.914336,-0.916459,0.00292969
3788,-0.000212,-0.911084,-0.913183,0.00292969
3789,-0.000211,-0.911084,-0.913183,0.00292969
3790,-0.00021,-0.909457,-0.913183,0.00390625
3791,-0.000209,-0.906205,-0.909908,0.00390625
3792,-0.000208,-0.904579,-0.908271,0.00390625
3793,-0.000207,-0.904579,-0.908271,0.00390625
3794,-0.000206,-0.902952,-0.904996,0.00292969
3795,-0.000205,-0.902952,-0.906633,0.00390625
3796,-0.000204,-0.901326,-0.903358,0.00292969
3797,-0.000203,-0.898073,-0.903358,0.00488281
3798,-0.000202,-0.894821,-0.898445,0.00390625
3799,-0.000201,-0.893194,-0.898445,0.00488281
3800,-0.0002,-0.893194,-0.896808,0.00390625
3801,-0.000199,-0.893194,-0.89517,0.00292969
3802,-0.000198,-0.889942,-0.891895,0.000976563
3803,-0.000197,-0.889942,-0.893532,0.00390625
3804,-0.000196,-0.886689,-0.88862,0.000976563
3805,-0.000195,-0.883437,-0.886982,0.00390625
3806,-0.000194,-0.880184,-0.883707,0.00390625
3807,-0.000193,-0.880184,-0.882069,0.000976563
3808,-0.000192,-0.876931,-0.880432,0.00390625
3809,-0.000191,-0.875305,-0.878794,0.00390625
3810,-0.00019,-0.873679,-0.878794,0.00488281
3811,-0.000189,-0.870426,-0.873881,0.00390625
3812,-0.000188,-0.867174,-0.870606,0.00390625
3813,-0.000187,-0.865547,-0.867331,0.000976563
3814,-0.000186,-0.862295,-0.865694,0.00390625
3815,-0.000185,-0.859042,-0.865694,0.00683594
3816,-0.000184,-0.860668,-0.862418,0.000976563
3817,-0.000183,-0.859042,-0.862418,0.00390625
3818,-0.000182,-0.854163,-0.857506,0.00390625
3819,-0.000181,-0.852537,-0.857506,0.00488281
3820,-0.00018,-0.849284,-0.852593,0.00390625
3821,-0.000179,-0.846032,-0.852593,0.00683594
3822,-0.000178,-0.844405,-0.849318,0.00488281
3823,-0.000177,-0.841153,-0.846043,0.00488281
3824,-0.000176,-0.841153,-0.842767,0.000976563
3825,-0.000175,-0.8379,-0.842767,0.00390625
3826,-0.000174,-0.833021,-0.839492,0.00683594
3827,-0.000173,-0.831395,-0.83458,0.00390625
3828,-0.000172,-0.828142,-0.832942,0.00390625
3829,-0.000171,-0.826516,-0.831304,0.00390625
3830,-0.00017,-0.82489,-0.828029,0.00390625
3831,-0.000169,-0.821637,-0.824754,0.00390625
3832,-0.000168,-0.818385,-0.821479,0.00390625
3833,-0.000167,-0.811879,-0.816566,0.00390625
3834,-0.000166,-0.810253,-0.813291,0.00390625
3835,-0.000165,-0.807,-0.811653,0.00390625
3836,-0.000164,-0.807,-0.811653,0.00390625
3837,-0.000163,-0.803748,-0.808378,0.00390625
3838,-0.000162,-0.800495,-0.805103,0.00390625
3839,-0.000161,-0.797243,-0.801828,0.00390625
3840,-0.00016,-0.79399,-0.796915,0.00292969
3841,-0.000159,-0.790737,-0.792003,0.000976563
3842,-0.000158,-0.785859,-0.790365,0.00390625
3843,-0.000157,-0.784232,-0.78709,0.00292969
3844,-0.000156,-0.78098,-0.78709,0.00683594
3845,-0.000155,-0.777727,-0.782177,0.00390625
3846,-0.000154,-0.774474,-0.778902,0.00390625
3847,-0.000153,-0.771222,-0.772352,0.000976563
3848,-0.000152,-0.767969,-0.770714,0.00292969
3849,-0.000151,-0.764717,-0.767439,0.00292969
3850,-0.00015,-0.761464,-0.765801,0.00390625
3851,-0.000149,-0.759838,-0.764164,0.00390625
3852,-0.000148,-0.753332,-0.759251,0.00683594
3853,-0.000147,-0.748454,-0.754338,0.00683594
3854,-0.000146,-0.745201,-0.751063,0.00683594
3855,-0.000145,-0.741948,-0.74615,0.00390625
3856,-0.000144,-0.740322,-0.744513,0.00390625
3857,-0.000143,-0.737069,-0.7396,0.00292969
3858,-0.000142,-0.732191,-0.736325,0.00390625
3859,-0.000141,-0.728938,-0.73305,0.00390625
3860,-0.00014,-0.725685,-0.729775,0.00390625
3861,-0.000139,-0.71918,-0.723224,0.00390625
3862,-0.000138,-0.715928,-0.719949,0.00390625
3863,-0.000137,-0.712675,-0.716674,0.00390625
3864,-0.000136,-0.709422,-0.713399,0.00390625
3865,-0.000135,-0.70617,-0.710124,0.00390625
3866,-0.000134,-0.701291,-0.705211,0.00390625
3867,-0.000133,-0.698038,-0.701936,0.00390625
3868,-0.000132,-0.693159,-0.697023,0.00390625
3869,-0.000131,-0.68828,-0.69211,0.00390625
3870,-0.00013,-0.685028,-0.688835,0.00390625
3871,-0.000129,-0.681775,-0.68556,0.00390625
3872,-0.000128,-0.678523,-0.682285,0.00390625
3873,-0.000127,-0.67527,-0.677372,0.00292969
3874,-0.000126,-0.670391,-0.672459,0.00292969
3875,-0.000125,-0.66226,-0.669184,0.0078125
3876,-0.000124,-0.659007,-0.662634,0.00390625
3877,-0.000123,-0.655754,-0.659359,0.00390625
3878,-0.000122,-0.652502,-0.657721,0.00488281
3879,-0.000121,-0.649249,-0.654446,0.00488281
3880,-0.00012,-0.645997,-0.649533,0.00390625
3881,-0.000119,-0.641118,-0.644621,0.00390625
3882,-0.000118,-0.634612,-0.63807,0.00390625
3883,-0.000117,-0.628107,-0.633157,0.00488281
3884,-0.000116,-0.626481,-0.628245,0.000976563
3885,-0.000115,-0.623228,-0.628245,0.00488281
3886,-0.000114,-0.619976,-0.623332,0.00390625
3887,-0.000113,-0.61347,-0.618419,0.00488281
3888,-0.000112,-0.610218,-0.615144,0.00488281
3889,-0.000111,-0.605339,-0.608594,0.00390625
3890,-0.00011,-0.598834,-0.602044,0.00390625
3891,-0.000109,-0.593955,-0.598768,0.00390625
3892,-0.000108,-0.590702,-0.595493,0.00390625
3893,-0.000107,-0.58745,-0.59058,0.00390625
3894,-0.000106,-0.582571,-0.587305,0.00390625
3895,-0.000105,-0.576066,-0.582393,0.00683594
3896,-0.000104,-0.571187,-0.575842,0.00390625
3897,-0.000103,-0.566308,-0.569292,0.00390625
3898,-0.000102,-0.563055,-0.566017,0.00390625
3899,-0.000101,-0.559803,-0.564379,0.00390625
3900,-0.0001,-0.553297,-0.557829,0.00390625
3901,-9.9e-05,-0.551671,-0.554554,0.00292969
3902,-9.8e-05,-0.54354,-0.548003,0.00390625
3903,-9.7e-05,-0.537034,-0.543091,0.00683594
3904,-9.6e-05,-0.533782,-0.538178,0.00390625
3905,-9.5e-05,-0.528903,-0.533265,0.00390625
3906,-9.4e-05,-0.52565,-0.52999,0.00390625
3907,-9.3e-05,-0.522398,-0.526715,0.00390625
3908,-9.2e-05,-0.515892,-0.518527,0.00292969
3909,-9.1e-05,-0.509387,-0.515252,0.00683594
3910,-9e-05,-0.504508,-0.508702,0.00390625
3911,-8.9e-05,-0.499629,-0.503789,0.00390625
3912,-8.8e-05,-0.49475,-0.498876,0.00390625
3913,-8.7e-05,-0.491498,-0.495601,0.00390625
3914,-8.6e-05,-0.486619,-0.490688,0.00390625
3915,-8.5e-05,-0.480114,-0.485775,0.00488281
3916,-8.4e-05,-0.473609,-0.479225,0.00488281
3917,-8.3e-05,-0.46873,-0.472675,0.00390625
3918,-8.2e-05,-0.463851,-0.471037,0.0078125
3919,-8.1e-05,-0.460598,-0.464487,0.00390625
3920,-8e-05,-0.455719,-0.461212,0.00488281
3921,-7.9e-05,-0.45084,-0.457937,0.0078125
3922,-7.8e-05,-0.444335,-0.448111,0.00390625
3923,-7.7e-05,-0.43783,-0.441561,0.00390625
3924,-7.6e-05,-0.431325,-0.438286,0.0078125
3925,-7.5e-05,-0.428072,-0.433373,0.00488281
3926,-7.4e-05,-0.423193,-0.42846,0.00488281
3927,-7.3e-05,-0.419941,-0.425185,0.00488281
3928,-7.2e-05,-0.413435,-0.420272,0.0078125
3929,-7.1e-05,-0.408556,-0.413722,0.00488281
3930,-7e-05,-0.402051,-0.405534,0.00390625
3931,-6.9e-05,-0.395546,-0.400621,0.00488281
3932,-6.8e-05,-0.390667,-0.395709,0.00488281
3933,-6.7e-05,-0.385788,-0.392433,0.00683594
3934,-6.6e-05,-0.382536,-0.387521,0.00488281
3935,-6.5e-05,-0.37603,-0.38097,0.00488281
3936,-6.4e-05,-0.371152,-0.37442,0.00390625
3937,-6.3e-05,-0.364646,-0.369507,0.00390625
3938,-6.2e-05,-0.358141,-0.362957,0.00390625
3939,-6.1e-05,-0.354889,-0.358044,0.00390625
3940,-6e-05,-0.348383,-0.351494,0.00390625
3941,-5.9e-05,-0.345131,-0.348219,0.00390625
3942,-5.8e-05,-0.340252,-0.344944,0.00390625
3943,-5.7e-05,-0.333747,-0.336756,0.00390625
3944,-5.6e-05,-0.327241,-0.330206,0.00390625
3945,-5.5e-05,-0.31911,-0.323655,0.00390625
3946,-5.4e-05,-0.315857,-0.32038,0.00390625
3947,-5.3e-05,-0.312605,-0.312192,0
3948,-5.2e-05,-0.304473,-0.308917,0.00390625
3949,-5.1e-05,-0.301221,-0.305642,0.00390625
3950,-5e-05,-0.294715,-0.297454,0.00292969
3951,-4.9e-05,-0.28821,-0.290904,0.00292969
3952,-4.8e-05,-0.281705,-0.284353,0.00292969
3953,-4.7e-05,-0.2752,-0.281078,0.00683594
3954,-4.6e-05,-0.271947,-0.274528,0.00292969
3955,-4.5e-05,-0.268695,-0.271253,0.00292969
3956,-4.4e-05,-0.262189,-0.26634,0.00390625
3957,-4.3e-05,-0.252432,-0.258152,0.00488281
3958,-4.2e-05,-0.247553,-0.251602,0.00390625
3959,-4.1e-05,-0.241047,-0.246689,0.00488281
3960,-4e-05,-0.236168,-0.243414,0.0078125
3961,-3.9e-05,-0.23129,-0.236864,0.00488281
3962,-3.8e-05,-0.228037,-0.230313,0.00292969
3963,-3.7e-05,-0.219905,-0.225401,0.00488281
3964,-3.6e-05,-0.2134,-0.21885,0.00488281
3965,-3.5e-05,-0.208521,-0.2123,0.00390625
3966,-3.4e-05,-0.202016,-0.207387,0.00488281
3967,-3.3e-05,-0.195511,-0.200837,0.00488281
3968,-3.2e-05,-0.189006,-0.195924,0.0078125
3969,-3.1e-05,-0.187379,-0.191011,0.00390625
3970,-3e-05,-0.180874,-0.184461,0.00390625
3971,-2.9e-05,-0.174369,-0.179548,0.00488281
3972,-2.8e-05,-0.167864,-0.172998,0.00488281
3973,-2.7e-05,-0.162985,-0.166448,0.00390625
3974,-2.6e-05,-0.15648,-0.163173,0.00683594
3975,-2.5e-05,-0.153227,-0.154985,0.000976563
3976,-2.4e-05,-0.145096,-0.151709,0.00683594
3977,-2.3e-05,-0.141843,-0.145159,0.00390625
3978,-2.2e-05,-0.133711,-0.138609,0.00488281
3979,-2.1e-05,-0.127206,-0.130421,0.00390625
3980,-2e-05,-0.120701,-0.125508,0.00390625
3981,-1.9e-05,-0.115822,-0.120596,0.00390625
3982,-1.8e-05,-0.110943,-0.11732,0.00683594
3983,-1.7e-05,-0.106064,-0.11077,0.00390625
3984,-1.6e-05,-0.0995591,-0.10422,0.00390625
3985,-1.5e-05,-0.0930539,-0.0976694,0.00390625
3986,-1.4e-05,-0.0865487,-0.0911191,0.00390625
3987,-1.3e-05,-0.0784172,-0.0845688,0.00683594
3988,-1.2e-05,-0.0735383,-0.0812936,0.0078125
3989,-1.1e-05,-0.0702857,-0.0747433,0.00390625
3990,-1e-05,-0.0654068,-0.0698306,0.00390625
3991,-9e-06,-0.0589016,-0.0632803,0.00390625
3992,-8e-06,-0.0523964,-0.0583675,0.00683594
3993,-7e-06,-0.0458912,-0.0518172,0.00683594
3994,-6e-06,-0.0393859,-0.0452669,0.00683594
3995,-5e-06,-0.0328807,-0.0387166,0.00488281
3996,-4e-06,-0.0296281,-0.0354415,0.00488281
3997,-3e-06,-0.0247492,-0.0288911,0.00390625
3998,-2e-06,-0.018244,-0.0239784,0.00488281
3999,-1e-06,-0.00848621,-0.0141529,0.00488281
4000,0,-0.00360731,-0.00760262,0.00390625
4001,1e-06,0.0028979,-0.00432747,0.0078125
4002,2e-06,0.00777681,0.00386042,0.00390625
4003,3e-06,0.0110294,0.00713558,0.00390625
4004,4e-06,0.0175346,0.0120483,0.00488281
4005,5e-06,0.0224135,0.0185986,0.00390625
4006,6e-06,0.0289187,0.0235114,0.00488281
4007,7e-06,0.0386765,0.0333368,0.00488281
4008,8e-06,0.0435554,0.0398871,0.00390625
4009,9e-06,0.0484344,0.0431623,0.00488281
4010,1e-05,0.051687,0.0464375,0.00488281
4011,1.1e-05,0.0565659,0.0529878,0.00390625
4012,1.2e-05,0.0646974,0.0595381,0.00488281
4013,1.3e-05,0.0712026,0.067726,0.00390625
4014,1.4e-05,0.0777078,0.0742763,0.00390625
4015,1.5e-05,0.0858393,0.0808266,0.00488281
4016,1.6e-05,0.0907182,0.0841018,0.00683594
4017,1.7e-05,0.0939708,0.0906521,0.00390625
4018,1.8e-05,0.0988497,0.0939272,0.00488281
4019,1.9e-05,0.105355,0.100478,0.00390625
4020,2e-05,0.11186,0.108665,0.00390625
4021,2.1e-05,0.118365,0.115216,0.00390625
4022,2.2e-05,0.124871,0.120128,0.00390625
4023,2.3e-05,0.131376,0.125041,0.00683594
4024,2.4e-05,0.134628,0.131592,0.00390625
4025,2.5e-05,0.141134,0.136504,0.00390625
4026,2.6e-05,0.147639,0.143055,0.00390625
4027,2.7e-05,0.154144,0.149605,0.00390625
4028,2.8e-05,0.160649,0.154518,0.00683594
4029,2.9e-05,0.165528,0.161068,0.00390625
4030,3e-05,0.172033,0.167618,0.00390625
4031,3.1e-05,0.176912,0.172531,0.00390625
4032,3.2e-05,0.180165,0.177444,0.00292969
4033,3.3e-05,0.18667,0.182356,0.00390625
4034,3.4e-05,0.194802,0.188907,0.00683594
4035,3.5e-05,0.19968,0.197095,0.00292969
4036,3.6e-05,0.206186,0.20037,0.00488281
4037,3.7e-05,0.211065,0.20692,0.00390625
4038,3.8e-05,0.215943,0.21347,0.00292969
4039,3.9e-05,0.222449,0.215108,0.0078125
4040,4e-05,0.227328,0.221658,0.00488281
4041,4.1e-05,0.233833,0.231484,0.00292969
4042,4.2e-05,0.241964,0.234759,0.0078125
4043,4.3e-05,0.246843,0.242947,0.00390625
4044,4.4e-05,0.253348,0.246222,0.0078125
4045,4.5e-05,0.258227,0.251135,0.0078125
4046,4.6e-05,0.26148,0.256047,0.00488281
4047,4.7e-05,0.267985,0.264235,0.00390625
4048,4.8e-05,0.27449,0.267511,0.0078125
4049,4.9e-05,0.280996,0.275698,0.00488281
4050,5e-05,0.287501,0.280611,0.0078125
4051,5.1e-05,0.290753,0.285524,0.00488281
4052,5.2e-05,0.295632,0.290437,0.00488281
4053,5.3e-05,0.300511,0.296987,0.00390625
4054,5.4e-05,0.307016,0.300262,0.00683594
4055,5.5e-05,0.315148,0.310088,0.00488281
4056,5.6e-05,0.3184,0.311725,0.00683594
4057,5.7e-05,0.324906,0.318275,0.00683594
4058,5.8e-05,0.329785,0.323188,0.00683594
4059,5.9e-05,0.334663,0.328101,0.00683594
4060,6e-05,0.337916,0.333014,0.00488281
4061,6.1e-05,0.344421,0.339564,0.00390625
4062,6.2e-05,0.350927,0.346114,0.00390625
4063,6.3e-05,0.359058,0.351027,0.0078125
