;Scopy version,6fa2c03
;Exported on,Wednesday September 25/09/2019
;Device,M2K
;Nr of samples,3200
;Sample rate,1e+07
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
674,-9.26e-05,1.5371,1.61572
675,-9.25e-05,1.5371,1.61572
676,-9.24e-05,1.53866,1.61572
677,-9.23e-05,1.5371,1.61572
678,-9.22e-05,1.54021,1.61572
679,-9.21e-05,1.5371,1.61572
680,-9.2e-05,1.53866,1.61572
681,-9.19e-05,1.53866,1.61572
682,-9.18e-05,1.53866,1.61572
683,-9.17e-05,1.53555,1.61572
684,-9.16e-05,1.5371,1.61728
685,-9.15e-05,1.5371,1.61728
686,-9.14e-05,1.53866,1.61728
687,-9.13e-05,1.54021,1.61572
688,-9.12e-05,1.5371,1.61572
689,-9.11e-05,1.53866,1.61572
690,-9.1e-05,1.53866,1.61572
691,-9.09e-05,1.53866,1.61572
692,-9.08e-05,1.54021,1.61572
693,-9.07e-05,1.54176,1.61728
694,-9.06e-05,1.53866,1.61728
695,-9.05e-05,1.54021,1.61728
696,-9.04e-05,1.53866,1.61728
697,-9.03e-05,1.54021,1.61728
698,-9.02e-05,1.5371,1.61728
699,-9.01e-05,1.54021,1.61728
700,-9e-05,1.53866,1.61572
701,-8.99e-05,1.54021,1.61572
702,-8.98e-05,1.54176,1.61572
703,-8.97e-05,1.53866,1.61572
704,-8.96e-05,1.53866,1.61572
705,-8.95e-05,1.53866,1.61728
706,-8.94e-05,1.53866,1.61728
707,-8.93e-05,1.54021,1.61728
708,-8.92e-05,1.53866,1.61572
709,-8.91e-05,1.53866,1.61572
710,-8.9e-05,1.53866,1.61572
711,-8.89e-05,1.53866,1.61572
712,-8.88e-05,1.53866,1.61572
713,-8.87e-05,1.53866,1.61415
714,-8.86e-05,1.54021,1.61415
715,-8.85e-05,1.53866,1.61572
716,-8.84e-05,1.53866,1.61728
717,-8.83e-05,1.54021,1.61572
718,-8.82e-05,1.54021,1.61572
719,-8.81e-05,1.5371,1.61728
720,-8.8e-05,1.54021,1.61572
721,-8.79e-05,1.53866,1.61572
722,-8.78e-05,1.5371,1.61572
723,-8.77e-05,1.53866,1.61572
724,-8.76e-05,1.53866,1.61572
725,-8.75e-05,1.54021,1.61572
726,-8.74e-05,1.53866,1.61572
727,-8.73e-05,1.5371,1.61572
728,-8.72e-05,1.53866,1.61572
729,-8.71e-05,1.54176,1.61572
730,-8.7e-05,1.54021,1.61572
731,-8.69e-05,1.53866,1.61572
732,-8.68e-05,1.53866,1.61415
733,-8.67e-05,1.54021,1.61728
734,-8.66e-05,1.53866,1.61415
735,-8.65e-05,1.53866,1.61572
736,-8.64e-05,1.53866,1.61572
737,-8.63e-05,1.53866,1.61572
738,-8.62e-05,1.54021,1.61572
739,-8.61e-05,1.54176,1.61572
740,-8.6e-05,1.53866,1.61572
741,-8.59e-05,1.54021,1.61572
742,-8.58e-05,1.53866,1.61572
743,-8.57e-05,1.53866,1.61572
744,-8.56e-05,1.53866,1.61572
745,-8.55e-05,1.54176,1.61572
746,-8.54e-05,1.54176,1.61572
747,-8.53e-05,1.53866,1.61572
748,-8.52e-05,1.54176,1.61572
749,-8.51e-05,1.53866,1.61572
750,-8.5e-05,1.53866,1.61728
751,-8.49e-05,1.54021,1.61728
752,-8.48e-05,1.54021,1.61728
753,-8.47e-05,1.54021,1.61572
754,-8.46e-05,1.54021,1.61728
755,-8.45e-05,1.53866,1.61728
756,-8.44e-05,1.54021,1.61728
757,-8.43e-05,1.54021,1.61728
758,-8.42e-05,1.54176,1.61728
759,-8.41e-05,1.54176,1.61728
760,-8.4e-05,1.54176,1.61728
761,-8.39e-05,1.54176,1.61728
762,-8.38e-05,1.54176,1.61728
763,-8.37e-05,1.54021,1.61728
764,-8.36e-05,1.54021,1.61572
765,-8.35e-05,1.54021,1.61728
766,-8.34e-05,1.54176,1.61728
767,-8.33e-05,1.53866,1.61728
768,-8.32e-05,1.54176,1.61728
769,-8.31e-05,1.54021,1.61572
770,-8.3e-05,1.54021,1.61572
771,-8.29e-05,1.54332,1.61572
772,-8.28e-05,1.54176,1.61728
773,-8.27e-05,1.54021,1.61728
774,-8.26e-05,1.54176,1.61728
775,-8.25e-05,1.54021,1.61572
776,-8.24e-05,1.5371,1.61885
777,-8.23e-05,1.54021,1.61728
778,-8.22e-05,1.54176,1.61572
779,-8.21e-05,1.54176,1.61572
780,-8.2e-05,1.54176,1.61572
781,-8.19e-05,1.53866,1.61572
782,-8.18e-05,1.53866,1.61885
783,-8.17e-05,1.54021,1.61415
784,-8.16e-05,1.54176,1.61728
785,-8.15e-05,1.54021,1.61572
786,-8.14e-05,1.54021,1.61572
787,-8.13e-05,1.54021,1.61728
788,-8.12e-05,1.54021,1.61728
789,-8.11e-05,1.54176,1.61728
790,-8.1e-05,1.53866,1.61572
791,-8.09e-05,1.5371,1.61728
792,-8.08e-05,1.54021,1.61572
793,-8.07e-05,1.53866,1.61572
794,-8.06e-05,1.53866,1.61572
795,-8.05e-05,1.54176,1.61415
796,-8.04e-05,1.53866,1.61572
797,-8.03e-05,1.53866,1.61572
798,-8.02e-05,1.54176,1.61572
799,-8.01e-05,1.53866,1.61572
800,-8e-05,1.53866,1.61572
801,-7.99e-05,1.54176,1.61572
802,-7.98e-05,1.54176,1.61415
803,-7.97e-05,1.54021,1.61415
804,-7.96e-05,1.54021,1.61572
805,-7.95e-05,1.54021,1.61572
806,-7.94e-05,1.54021,1.61572
807,-7.93e-05,1.54021,1.61728
808,-7.92e-05,1.54021,1.61728
809,-7.91e-05,1.54021,1.61728
810,-7.9e-05,1.54021,1.61572
811,-7.89e-05,1.54332,1.61572
812,-7.88e-05,1.54176,1.61572
813,-7.87e-05,1.54176,1.61885
814,-7.86e-05,1.54021,1.61728
815,-7.85e-05,1.54176,1.61728
816,-7.84e-05,1.54021,1.61728
817,-7.83e-05,1.54332,1.61728
818,-7.82e-05,1.54021,1.61728
819,-7.81e-05,1.54021,1.61885
820,-7.8e-05,1.54021,1.61728
821,-7.79e-05,1.54332,1.61728
822,-7.78e-05,1.54176,1.61728
823,-7.77e-05,1.54021,1.61728
824,-7.76e-05,1.54332,1.61885
825,-7.75e-05,1.54176,1.61885
826,-7.74e-05,1.54176,1.61885
827,-7.73e-05,1.54021,1.61885
828,-7.72e-05,1.54487,1.61728
829,-7.71e-05,1.54176,1.61728
830,-7.7e-05,1.54021,1.61728
831,-7.69e-05,1.54332,1.61728
832,-7.68e-05,1.54021,1.61572
833,-7.67e-05,1.54176,1.61728
834,-7.66e-05,1.54176,1.61728
835,-7.65e-05,1.54021,1.61572
836,-7.64e-05,1.54332,1.61572
837,-7.63e-05,1.54176,1.61415
838,-7.62e-05,1.54021,1.61728
839,-7.61e-05,1.54021,1.61572
840,-7.6e-05,1.54332,1.61572
841,-7.59e-05,1.54021,1.61572
842,-7.58e-05,1.54332,1.61728
843,-7.57e-05,1.54021,1.61258
844,-7.56e-05,1.53866,1.61572
845,-7.55e-05,1.54176,1.61572
846,-7.54e-05,1.54021,1.61572
847,-7.53e-05,1.54176,1.61572
848,-7.52e-05,1.54176,1.61572
849,-7.51e-05,1.54021,1.61415
850,-7.5e-05,1.54021,1.61572
851,-7.49e-05,1.54021,1.61572
852,-7.48e-05,1.54021,1.61572
853,-7.47e-05,1.54176,1.61572
854,-7.46e-05,1.53866,1.61728
855,-7.45e-05,1.54176,1.61415
856,-7.44e-05,1.54021,1.61572
857,-7.43e-05,1.54176,1.61572
858,-7.42e-05,1.54176,1.61572
859,-7.41e-05,1.54021,1.61572
860,-7.4e-05,1.54176,1.61572
861,-7.39e-05,1.54021,1.61572
862,-7.38e-05,1.54332,1.61728
863,-7.37e-05,1.54021,1.61728
864,-7.36e-05,1.54332,1.61415
865,-7.35e-05,1.53866,1.61728
866,-7.34e-05,1.54332,1.61728
867,-7.33e-05,1.53866,1.61728
868,-7.32e-05,1.54176,1.61572
869,-7.31e-05,1.54021,1.61572
870,-7.3e-05,1.54021,1.61572
871,-7.29e-05,1.54021,1.61258
872,-7.28e-05,1.54176,1.61572
873,-7.27e-05,1.54021,1.61728
874,-7.26e-05,1.54332,1.61572
875,-7.25e-05,1.54332,1.61885
876,-7.24e-05,1.54021,1.61728
877,-7.23e-05,1.54176,1.61728
878,-7.22e-05,1.54176,1.61885
879,-7.21e-05,1.54176,1.61885
880,-7.2e-05,1.54176,1.61885
881,-7.19e-05,1.54176,1.61728
882,-7.18e-05,1.54176,1.61728
883,-7.17e-05,1.54176,1.61885
884,-7.16e-05,1.54176,1.61572
885,-7.15e-05,1.54332,1.62042
886,-7.14e-05,1.54176,1.61728
887,-7.13e-05,1.52311,1.61728
888,-7.12e-05,0.658989,1.56873
889,-7.11e-05,-1.57593,1.47631
890,-7.1e-05,-1.4174,1.43559
891,-7.09e-05,-1.43916,1.3792
892,-7.08e-05,-1.44848,1.32908
893,-7.07e-05,-1.45936,1.27739
894,-7.06e-05,-1.46247,1.23353
895,-7.05e-05,-1.46558,1.19281
896,-7.04e-05,-1.46869,1.16305
897,-7.03e-05,-1.46713,1.13172
898,-7.02e-05,-1.46713,1.1051
899,-7.01e-05,-1.47024,1.07847
900,-7e-05,-1.47024,1.05341
901,-6.99e-05,-1.46558,1.03305
902,-6.98e-05,-1.46869,1.00955
903,-6.97e-05,-1.4718,0.989188
904,-6.96e-05,-1.4718,0.96726
905,-6.95e-05,-1.47335,0.946897
906,-6.94e-05,-1.4749,0.924969
907,-6.93e-05,-1.4749,0.906173
908,-6.92e-05,-1.4749,0.887377
909,-6.91e-05,-1.4749,0.865449
910,-6.9e-05,-1.47801,0.846653
911,-6.89e-05,-1.4749,0.826291
912,-6.88e-05,-1.4749,0.807495
913,-6.87e-05,-1.47646,0.785566
914,-6.86e-05,-1.4749,0.766771
915,-6.85e-05,-1.4718,0.749541
916,-6.84e-05,-1.47335,0.727612
917,-6.83e-05,-1.47024,0.705684
918,-6.82e-05,-1.47024,0.690021
919,-6.81e-05,-1.46869,0.671225
920,-6.8e-05,-1.4718,0.649296
921,-6.79e-05,-1.47024,0.630501
922,-6.78e-05,-1.47024,0.611705
923,-6.77e-05,-1.47024,0.591343
924,-6.76e-05,-1.46869,0.572547
925,-6.75e-05,-1.46869,0.552185
926,-6.74e-05,-1.46869,0.533389
927,-6.73e-05,-1.47024,0.513027
928,-6.72e-05,-1.47024,0.494231
929,-6.71e-05,-1.4718,0.473869
930,-6.7e-05,-1.46869,0.456639
931,-6.69e-05,-1.4718,0.436277
932,-6.68e-05,-1.4718,0.417481
933,-6.67e-05,-1.47335,0.398685
934,-6.66e-05,-1.47024,0.381456
935,-6.65e-05,-1.4718,0.359527
936,-6.64e-05,-1.4718,0.340731
937,-6.63e-05,-1.47335,0.321935
938,-6.62e-05,-1.47335,0.30314
939,-6.61e-05,-1.47335,0.284344
940,-6.6e-05,-1.4749,0.262415
941,-6.59e-05,-1.47335,0.245186
942,-6.58e-05,-1.47335,0.22639
943,-6.57e-05,-1.47335,0.207594
944,-6.56e-05,-1.47646,0.188798
945,-6.55e-05,-1.4749,0.168436
946,-6.54e-05,-1.4749,0.14964
947,-6.53e-05,-1.4749,0.132411
948,-6.52e-05,-1.47646,0.112048
949,-6.51e-05,-1.4749,0.0932526
950,-6.5e-05,-1.47801,0.0744567
951,-6.49e-05,-1.47646,0.0556609
952,-6.48e-05,-1.4749,0.036865
953,-6.47e-05,-1.47957,0.0180692
954,-6.46e-05,-1.4749,-0.000726655
955,-6.45e-05,-1.47801,-0.0195225
956,-6.44e-05,-1.48112,-0.0383184
957,-6.43e-05,-1.47957,-0.0586805
958,-6.42e-05,-1.47957,-0.0743437
959,-6.41e-05,-1.47957,-0.0931396
960,-6.4e-05,-1.48268,-0.111935
961,-6.39e-05,-1.48112,-0.130731
962,-6.38e-05,-1.48268,-0.149527
963,-6.37e-05,-1.48268,-0.168323
964,-6.36e-05,-1.48268,-0.187119
965,-6.35e-05,-1.48423,-0.205915
966,-6.34e-05,-1.48423,-0.224711
967,-6.33e-05,-1.48578,-0.243506
968,-6.32e-05,-1.48734,-0.262302
969,-6.31e-05,-1.48423,-0.279532
970,-6.3e-05,-1.48734,-0.298328
971,-6.29e-05,-1.48423,-0.315557
972,-6.28e-05,-1.48889,-0.334353
973,-6.27e-05,-1.48889,-0.351583
974,-6.26e-05,-1.49045,-0.370378
975,-6.25e-05,-1.492,-0.387608
976,-6.24e-05,-1.48889,-0.406404
977,-6.23e-05,-1.492,-0.4252
978,-6.22e-05,-1.492,-0.442429
979,-6.21e-05,-1.49511,-0.459659
980,-6.2e-05,-1.49355,-0.476888
981,-6.19e-05,-1.49355,-0.495684
982,-6.18e-05,-1.49355,-0.512914
983,-6.17e-05,-1.49511,-0.531709
984,-6.16e-05,-1.49511,-0.547373
985,-6.15e-05,-1.49511,-0.563036
986,-6.14e-05,-1.49511,-0.583398
987,-6.13e-05,-1.49822,-0.602194
988,-6.12e-05,-1.49822,-0.617857
989,-6.11e-05,-1.49822,-0.635087
990,-6.1e-05,-1.49822,-0.647617
991,-6.09e-05,-1.49822,-0.664847
992,-6.08e-05,-1.49977,-0.68051
993,-6.07e-05,-1.50288,-0.696173
994,-6.06e-05,-1.49977,-0.713403
995,-6.05e-05,-1.50133,-0.727499
996,-6.04e-05,-1.50288,-0.743163
997,-6.03e-05,-1.50133,-0.758826
998,-6.02e-05,-1.50288,-0.776055
999,-6.01e-05,-1.50288,-0.791719
1000,-6e-05,-1.50288,-0.808948
1001,-5.99e-05,-1.50599,-0.824611
1002,-5.98e-05,-1.50443,-0.841841
1003,-5.97e-05,-1.50443,-0.857504
1004,-5.96e-05,-1.50599,-0.877866
1005,-5.95e-05,-1.50288,-0.896662
1006,-5.94e-05,-1.50443,-0.912325
1007,-5.93e-05,-1.50443,-0.931121
1008,-5.92e-05,-1.50443,-0.946784
1009,-5.91e-05,-1.50443,-0.959315
1010,-5.9e-05,-1.50443,-0.971846
1011,-5.89e-05,-1.50443,-0.979677
1012,-5.88e-05,-1.50443,-0.978111
1013,-5.87e-05,-1.50443,-0.970279
1014,-5.86e-05,-1.50443,-0.967147
1015,-5.85e-05,-1.50443,-0.964014
1016,-5.84e-05,-1.50443,-0.964014
1017,-5.83e-05,-1.50754,-0.968713
1018,-5.82e-05,-1.50599,-0.974978
1019,-5.81e-05,-1.50443,-0.984376
1020,-5.8e-05,-1.50443,-0.993774
1021,-5.79e-05,-1.50599,-1.00317
1022,-5.78e-05,-1.50288,-1.011
1023,-5.77e-05,-1.50443,-1.02353
1024,-5.76e-05,-1.50443,-1.0345
1025,-5.75e-05,-1.50599,-1.0439
1026,-5.74e-05,-1.50599,-1.05643
1027,-5.73e-05,-1.50754,-1.06896
1028,-5.72e-05,-1.50443,-1.08149
1029,-5.71e-05,-1.50599,-1.09402
1030,-5.7e-05,-1.50599,-1.10498
1031,-5.69e-05,-1.50443,-1.12065
1032,-5.68e-05,-1.50599,-1.13161
1033,-5.67e-05,-1.50754,-1.14414
1034,-5.66e-05,-1.50754,-1.15667
1035,-5.65e-05,-1.50443,-1.1692
1036,-5.64e-05,-1.50443,-1.18173
1037,-5.63e-05,-1.50599,-1.19426
1038,-5.62e-05,-1.50599,-1.20679
1039,-5.61e-05,-1.50754,-1.21932
1040,-5.6e-05,-1.50443,-1.23185
1041,-5.59e-05,-1.50754,-1.24439
1042,-5.58e-05,-1.50443,-1.25535
1043,-5.57e-05,-1.50754,-1.27258
1044,-5.56e-05,-1.50599,-1.28198
1045,-5.55e-05,-1.50599,-1.29451
1046,-5.54e-05,-1.50599,-1.30547
1047,-5.53e-05,-1.5091,-1.318
1048,-5.52e-05,-1.50599,-1.33053
1049,-5.51e-05,-1.50754,-1.34306
1050,-5.5e-05,-1.50599,-1.35559
1051,-5.49e-05,-1.5091,-1.36499
1052,-5.48e-05,-1.5091,-1.37752
1053,-5.47e-05,-1.50599,-1.38849
1054,-5.46e-05,-1.5091,-1.40102
1055,-5.45e-05,-1.5091,-1.41042
1056,-5.44e-05,-1.5091,-1.41981
1057,-5.43e-05,-1.50754,-1.42921
1058,-5.42e-05,-1.50754,-1.43704
1059,-5.41e-05,-1.51065,-1.44331
1060,-5.4e-05,-1.5091,-1.44801
1061,-5.39e-05,-1.50754,-1.45427
1062,-5.38e-05,-1.50754,-1.4574
1063,-5.37e-05,-1.5091,-1.4621
1064,-5.36e-05,-1.51065,-1.46524
1065,-5.35e-05,-1.50754,-1.46837
1066,-5.34e-05,-1.50754,-1.46994
1067,-5.33e-05,-1.50754,-1.47307
1068,-5.32e-05,-1.50754,-1.4762
1069,-5.31e-05,-1.50754,-1.47777
1070,-5.3e-05,-1.50754,-1.47777
1071,-5.29e-05,-1.50754,-1.4809
1072,-5.28e-05,-1.51065,-1.48403
1073,-5.27e-05,-1.5091,-1.4856
1074,-5.26e-05,-1.50754,-1.4762
1075,-5.25e-05,-1.50754,-1.4668
1076,-5.24e-05,-1.50754,-1.45897
1077,-5.23e-05,-1.50754,-1.45271
1078,-5.22e-05,-1.5091,-1.44957
1079,-5.21e-05,-1.5091,-1.45114
1080,-5.2e-05,-1.51065,-1.45271
1081,-5.19e-05,-1.50754,-1.45584
1082,-5.18e-05,-1.5091,-1.45897
1083,-5.17e-05,-1.50599,-1.4574
1084,-5.16e-05,-1.5091,-1.45897
1085,-5.15e-05,-1.5091,-1.45584
1086,-5.14e-05,-1.50599,-1.45427
1087,-5.13e-05,-1.50754,-1.45427
1088,-5.12e-05,-1.50754,-1.45427
1089,-5.11e-05,-1.50754,-1.45427
1090,-5.1e-05,-1.5091,-1.45271
1091,-5.09e-05,-1.5091,-1.45271
1092,-5.08e-05,-1.50599,-1.45271
1093,-5.07e-05,-1.50754,-1.45271
1094,-5.06e-05,-1.50754,-1.45427
1095,-5.05e-05,-1.5091,-1.45114
1096,-5.04e-05,-1.5091,-1.45271
1097,-5.03e-05,-1.50754,-1.45271
1098,-5.02e-05,-1.50754,-1.45114
1099,-5.01e-05,-1.50754,-1.45114
1100,-5e-05,-1.50754,-1.45114
1101,-4.99e-05,-1.50754,-1.45114
1102,-4.98e-05,-1.50754,-1.45114
1103,-4.97e-05,-1.50754,-1.45114
1104,-4.96e-05,-1.5091,-1.45271
1105,-4.95e-05,-1.5091,-1.45271
1106,-4.94e-05,-1.5091,-1.45271
1107,-4.93e-05,-1.5091,-1.45271
1108,-4.92e-05,-1.50754,-1.45427
1109,-4.91e-05,-1.51065,-1.45114
1110,-4.9e-05,-1.50754,-1.45271
1111,-4.89e-05,-1.5091,-1.45114
1112,-4.88e-05,-1.5091,-1.45114
1113,-4.87e-05,-1.5091,-1.45271
1114,-4.86e-05,-1.5091,-1.45114
1115,-4.85e-05,-1.5091,-1.45114
1116,-4.84e-05,-1.5091,-1.45114
1117,-4.83e-05,-1.5091,-1.45114
1118,-4.82e-05,-1.51065,-1.45271
1119,-4.81e-05,-1.5091,-1.45114
1120,-4.8e-05,-1.5091,-1.45114
1121,-4.79e-05,-1.51065,-1.45271
1122,-4.78e-05,-1.51065,-1.45427
1123,-4.77e-05,-1.51065,-1.45114
1124,-4.76e-05,-1.51065,-1.45114
1125,-4.75e-05,-1.51065,-1.45114
1126,-4.74e-05,-1.51065,-1.45114
1127,-4.73e-05,-1.51065,-1.45114
1128,-4.72e-05,-1.5122,-1.45427
1129,-4.71e-05,-1.5091,-1.45114
1130,-4.7e-05,-1.51065,-1.45271
1131,-4.69e-05,-1.5122,-1.45271
1132,-4.68e-05,-1.51065,-1.45271
1133,-4.67e-05,-1.51065,-1.45427
1134,-4.66e-05,-1.5122,-1.45271
1135,-4.65e-05,-1.5091,-1.45271
1136,-4.64e-05,-1.51376,-1.45271
1137,-4.63e-05,-1.51065,-1.45114
1138,-4.62e-05,-1.51065,-1.45114
1139,-4.61e-05,-1.51065,-1.45114
1140,-4.6e-05,-1.5122,-1.45114
1141,-4.59e-05,-1.5091,-1.45114
1142,-4.58e-05,-1.5091,-1.45271
1143,-4.57e-05,-1.5122,-1.45271
1144,-4.56e-05,-1.51065,-1.45114
1145,-4.55e-05,-1.5122,-1.44957
1146,-4.54e-05,-1.51065,-1.45271
1147,-4.53e-05,-1.51065,-1.45114
1148,-4.52e-05,-1.5091,-1.45114
1149,-4.51e-05,-1.51065,-1.45114
1150,-4.5e-05,-1.5122,-1.45271
1151,-4.49e-05,-1.51065,-1.44957
1152,-4.48e-05,-1.5091,-1.44957
1153,-4.47e-05,-1.5122,-1.44957
1154,-4.46e-05,-1.51065,-1.44957
1155,-4.45e-05,-1.5122,-1.44957
1156,-4.44e-05,-1.5091,-1.45271
1157,-4.43e-05,-1.51065,-1.45114
1158,-4.42e-05,-1.50754,-1.45114
1159,-4.41e-05,-1.51065,-1.45114
1160,-4.4e-05,-1.5091,-1.45114
1161,-4.39e-05,-1.5091,-1.44801
1162,-4.38e-05,-1.50754,-1.44801
1163,-4.37e-05,-1.5091,-1.44801
1164,-4.36e-05,-1.5122,-1.44801
1165,-4.35e-05,-1.51065,-1.44801
1166,-4.34e-05,-1.51065,-1.45114
1167,-4.33e-05,-1.5122,-1.45114
1168,-4.32e-05,-1.5091,-1.44957
1169,-4.31e-05,-1.5122,-1.44957
1170,-4.3e-05,-1.51065,-1.44957
1171,-4.29e-05,-1.5122,-1.44957
1172,-4.28e-05,-1.5122,-1.45114
1173,-4.27e-05,-1.5122,-1.44957
1174,-4.26e-05,-1.51065,-1.44957
1175,-4.25e-05,-1.51065,-1.44957
1176,-4.24e-05,-1.51376,-1.44957
1177,-4.23e-05,-1.51065,-1.44957
1178,-4.22e-05,-1.51065,-1.44957
1179,-4.21e-05,-1.51065,-1.44957
1180,-4.2e-05,-1.51065,-1.44957
1181,-4.19e-05,-1.51065,-1.44957
1182,-4.18e-05,-1.5122,-1.44957
1183,-4.17e-05,-1.5122,-1.44957
1184,-4.16e-05,-1.51376,-1.44957
1185,-4.15e-05,-1.5122,-1.44957
1186,-4.14e-05,-1.5122,-1.45271
1187,-4.13e-05,-1.5122,-1.45114
1188,-4.12e-05,-1.51531,-1.45114
1189,-4.11e-05,-1.5122,-1.45427
1190,-4.1e-05,-1.5122,-1.45114
1191,-4.09e-05,-1.5122,-1.45114
1192,-4.08e-05,-1.5122,-1.45271
1193,-4.07e-05,-1.51376,-1.44957
1194,-4.06e-05,-1.51531,-1.45114
1195,-4.05e-05,-1.5122,-1.45114
1196,-4.04e-05,-1.51065,-1.45114
1197,-4.03e-05,-1.5122,-1.45114
1198,-4.02e-05,-1.5122,-1.45271
1199,-4.01e-05,-1.51531,-1.45114
1200,-4e-05,-1.5122,-1.45114
1201,-3.99e-05,-1.51531,-1.45114
1202,-3.98e-05,-1.51376,-1.45114
1203,-3.97e-05,-1.51376,-1.45271
1204,-3.96e-05,-1.51376,-1.45114
1205,-3.95e-05,-1.51531,-1.44957
1206,-3.94e-05,-1.51376,-1.45271
1207,-3.93e-05,-1.5122,-1.45114
1208,-3.92e-05,-1.51531,-1.45271
1209,-3.91e-05,-1.51376,-1.45271
1210,-3.9e-05,-1.51376,-1.45114
1211,-3.89e-05,-1.51376,-1.45114
1212,-3.88e-05,-1.5122,-1.45114
1213,-3.87e-05,-1.51531,-1.45114
1214,-3.86e-05,-1.51376,-1.45271
1215,-3.85e-05,-1.51376,-1.45114
1216,-3.84e-05,-1.51376,-1.45114
1217,-3.83e-05,-1.51531,-1.45114
1218,-3.82e-05,-1.51531,-1.45271
1219,-3.81e-05,-1.51376,-1.45114
1220,-3.8e-05,-1.51531,-1.45114
1221,-3.79e-05,-1.51531,-1.45271
1222,-3.78e-05,-1.5122,-1.44957
1223,-3.77e-05,-1.51376,-1.44957
1224,-3.76e-05,-1.51376,-1.44957
1225,-3.75e-05,-1.5122,-1.44957
1226,-3.74e-05,-1.51531,-1.44957
1227,-3.73e-05,-1.5122,-1.44957
1228,-3.72e-05,-1.51531,-1.45271
1229,-3.71e-05,-1.5122,-1.45114
1230,-3.7e-05,-1.51531,-1.45114
1231,-3.69e-05,-1.51376,-1.44957
1232,-3.68e-05,-1.5122,-1.45114
1233,-3.67e-05,-1.5122,-1.44801
1234,-3.66e-05,-1.51376,-1.44801
1235,-3.65e-05,-1.51065,-1.44801
1236,-3.64e-05,-1.51376,-1.44801
1237,-3.63e-05,-1.51065,-1.44801
1238,-3.62e-05,-1.51065,-1.45271
1239,-3.61e-05,-1.51376,-1.44957
1240,-3.6e-05,-1.5122,-1.44957
1241,-3.59e-05,-1.51531,-1.45114
1242,-3.58e-05,-1.5122,-1.44957
1243,-3.57e-05,-1.51376,-1.44957
1244,-3.56e-05,-1.5122,-1.44957
1245,-3.55e-05,-1.51376,-1.44957
1246,-3.54e-05,-1.5122,-1.44957
1247,-3.53e-05,-1.51376,-1.44957
1248,-3.52e-05,-1.51376,-1.44957
1249,-3.51e-05,-1.51376,-1.44957
1250,-3.5e-05,-1.51376,-1.44957
1251,-3.49e-05,-1.5122,-1.44957
1252,-3.48e-05,-1.51531,-1.45114
1253,-3.47e-05,-1.51376,-1.45271
1254,-3.46e-05,-1.51531,-1.44957
1255,-3.45e-05,-1.5122,-1.45271
1256,-3.44e-05,-1.51376,-1.44957
1257,-3.43e-05,-1.51687,-1.45114
1258,-3.42e-05,-1.51531,-1.44957
1259,-3.41e-05,-1.51687,-1.44957
1260,-3.4e-05,-1.51376,-1.45114
1261,-3.39e-05,-1.51376,-1.45114
1262,-3.38e-05,-1.51376,-1.45114
1263,-3.37e-05,-1.51687,-1.45114
1264,-3.36e-05,-1.51531,-1.45114
1265,-3.35e-05,-1.51687,-1.45114
1266,-3.34e-05,-1.51531,-1.45114
1267,-3.33e-05,-1.51842,-1.45114
1268,-3.32e-05,-1.51376,-1.45114
1269,-3.31e-05,-1.51687,-1.45114
1270,-3.3e-05,-1.51687,-1.45271
1271,-3.29e-05,-1.51376,-1.45271
1272,-3.28e-05,-1.51531,-1.45271
1273,-3.27e-05,-1.51531,-1.44957
1274,-3.26e-05,-1.51687,-1.44957
1275,-3.25e-05,-1.51531,-1.44957
1276,-3.24e-05,-1.51531,-1.44957
1277,-3.23e-05,-1.51687,-1.44957
1278,-3.22e-05,-1.51376,-1.45114
1279,-3.21e-05,-1.51687,-1.45114
1280,-3.2e-05,-1.51687,-1.45114
1281,-3.19e-05,-1.51531,-1.45114
1282,-3.18e-05,-1.51531,-1.45114
1283,-3.17e-05,-1.51531,-1.45114
1284,-3.16e-05,-1.51687,-1.45114
1285,-3.15e-05,-1.51531,-1.44957
1286,-3.14e-05,-1.51842,-1.45114
1287,-3.13e-05,-1.51531,-1.44957
1288,-3.12e-05,-1.51687,-1.45114
1289,-3.11e-05,-1.51687,-1.45114
1290,-3.1e-05,-1.51687,-1.45114
1291,-3.09e-05,-1.51687,-1.45114
1292,-3.08e-05,-1.51531,-1.44957
1293,-3.07e-05,-1.51531,-1.44957
1294,-3.06e-05,-1.51531,-1.45114
1295,-3.05e-05,-1.51531,-1.44801
1296,-3.04e-05,-1.51531,-1.44801
1297,-3.03e-05,-1.51531,-1.44801
1298,-3.02e-05,-1.51531,-1.44801
1299,-3.01e-05,-1.51687,-1.44957
1300,-3e-05,-1.51376,-1.44957
1301,-2.99e-05,-1.5122,-1.44957
1302,-2.98e-05,-1.51531,-1.44957
1303,-2.97e-05,-1.51376,-1.44957
1304,-2.96e-05,-1.51687,-1.44801
1305,-2.95e-05,-1.51376,-1.44957
1306,-2.94e-05,-1.51376,-1.44644
1307,-2.93e-05,-1.51376,-1.44957
1308,-2.92e-05,-1.51376,-1.44801
1309,-2.91e-05,-1.51376,-1.44801
1310,-2.9e-05,-1.51376,-1.44801
1311,-2.89e-05,-1.51687,-1.44801
1312,-2.88e-05,-1.51376,-1.44801
1313,-2.87e-05,-1.51531,-1.44801
