;Scopy version,6fa2c03
;Exported on,Wednesday September 25/09/2019
;Device,M2K
;Nr of samples,3200
;Sample rate,1e+07
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1314,-2.86e-05,-1.51531,-1.44801
1315,-2.85e-05,-1.51531,-1.44801
1316,-2.84e-05,-1.51531,-1.44957
1317,-2.83e-05,-1.51531,-1.44957
1318,-2.82e-05,-1.51531,-1.44957
1319,-2.81e-05,-1.51842,-1.45114
1320,-2.8e-05,-1.51531,-1.44957
1321,-2.79e-05,-1.51687,-1.44957
1322,-2.78e-05,-1.51687,-1.45114
1323,-2.77e-05,-1.51687,-1.44957
1324,-2.76e-05,-1.51842,-1.44957
1325,-2.75e-05,-1.51687,-1.45271
1326,-2.74e-05,-1.51687,-1.44957
1327,-2.73e-05,-1.51687,-1.45114
1328,-2.72e-05,-1.51687,-1.45114
1329,-2.71e-05,-1.51998,-1.44957
1330,-2.7e-05,-1.51687,-1.44957
1331,-2.69e-05,-1.51842,-1.44957
1332,-2.68e-05,-1.51687,-1.45114
1333,-2.67e-05,-1.51998,-1.45271
1334,-2.66e-05,-1.51842,-1.45114
1335,-2.65e-05,-1.51842,-1.45271
1336,-2.64e-05,-1.51842,-1.44957
1337,-2.63e-05,-1.51687,-1.45114
1338,-2.62e-05,-1.51998,-1.45427
1339,-2.61e-05,-1.51687,-1.45114
1340,-2.6e-05,-1.51842,-1.45114
1341,-2.59e-05,-1.51842,-1.45114
1342,-2.58e-05,-1.51998,-1.45114
1343,-2.57e-05,-1.51687,-1.45271
1344,-2.56e-05,-1.51842,-1.44957
1345,-2.55e-05,-1.51998,-1.45114
1346,-2.54e-05,-1.51687,-1.45114
1347,-2.53e-05,-1.51842,-1.45271
1348,-2.52e-05,-1.51687,-1.44957
1349,-2.51e-05,-1.51998,-1.45114
1350,-2.5e-05,-1.51842,-1.45114
1351,-2.49e-05,-1.51842,-1.45114
1352,-2.48e-05,-1.51998,-1.45114
1353,-2.47e-05,-1.51687,-1.45114
1354,-2.46e-05,-1.51998,-1.45114
1355,-2.45e-05,-1.51687,-1.45114
1356,-2.44e-05,-1.51842,-1.44957
1357,-2.43e-05,-1.51842,-1.44957
1358,-2.42e-05,-1.51531,-1.44957
1359,-2.41e-05,-1.51531,-1.45114
1360,-2.4e-05,-1.51531,-1.44957
1361,-2.39e-05,-1.51531,-1.44801
1362,-2.38e-05,-1.51842,-1.44801
1363,-2.37e-05,-1.51531,-1.44644
1364,-2.36e-05,-1.51531,-1.44801
1365,-2.35e-05,-1.51687,-1.44801
1366,-2.34e-05,-1.51376,-1.44801
1367,-2.33e-05,-1.51687,-1.44801
1368,-2.32e-05,-1.51531,-1.44801
1369,-2.31e-05,-1.51531,-1.44644
1370,-2.3e-05,-1.51687,-1.44957
1371,-2.29e-05,-1.51376,-1.44801
1372,-2.28e-05,-1.51687,-1.44801
1373,-2.27e-05,-1.51687,-1.44801
1374,-2.26e-05,-1.51687,-1.44801
1375,-2.25e-05,-1.51687,-1.44644
1376,-2.24e-05,-1.51687,-1.44644
1377,-2.23e-05,-1.51376,-1.44644
1378,-2.22e-05,-1.51687,-1.44801
1379,-2.21e-05,-1.51531,-1.44801
1380,-2.2e-05,-1.51531,-1.44644
1381,-2.19e-05,-1.51842,-1.44644
1382,-2.18e-05,-1.51687,-1.44801
1383,-2.17e-05,-1.51687,-1.44801
1384,-2.16e-05,-1.51687,-1.45114
1385,-2.15e-05,-1.51998,-1.44801
1386,-2.14e-05,-1.51687,-1.44957
1387,-2.13e-05,-1.51842,-1.44801
1388,-2.12e-05,-1.51531,-1.44957
1389,-2.11e-05,-1.51687,-1.44957
1390,-2.1e-05,-1.51842,-1.44801
1391,-2.09e-05,-1.51687,-1.45114
1392,-2.08e-05,-1.51998,-1.44957
1393,-2.07e-05,-1.51842,-1.45114
1394,-2.06e-05,-1.51531,-1.44957
1395,-2.05e-05,-1.51842,-1.44957
1396,-2.04e-05,-1.51998,-1.44957
1397,-2.03e-05,-1.51842,-1.44957
1398,-2.02e-05,-1.51842,-1.44957
1399,-2.01e-05,-1.51842,-1.45114
1400,-2e-05,-1.51842,-1.45114
1401,-1.99e-05,-1.51998,-1.45114
1402,-1.98e-05,-1.51687,-1.45114
1403,-1.97e-05,-1.52153,-1.45271
1404,-1.96e-05,-1.51842,-1.45114
1405,-1.95e-05,-1.51842,-1.44957
1406,-1.94e-05,-1.51842,-1.44957
1407,-1.93e-05,-1.51998,-1.44957
1408,-1.92e-05,-1.51998,-1.44957
1409,-1.91e-05,-1.51998,-1.45271
1410,-1.9e-05,-1.52153,-1.45114
1411,-1.89e-05,-1.51842,-1.45114
1412,-1.88e-05,-1.51842,-1.45271
1413,-1.87e-05,-1.51998,-1.44957
1414,-1.86e-05,-1.51998,-1.44957
1415,-1.85e-05,-1.51998,-1.44957
1416,-1.84e-05,-1.51998,-1.44957
1417,-1.83e-05,-1.52153,-1.44801
1418,-1.82e-05,-1.52153,-1.45114
1419,-1.81e-05,-1.51998,-1.44957
1420,-1.8e-05,-1.52153,-1.45114
1421,-1.79e-05,-1.52153,-1.45271
1422,-1.78e-05,-1.51842,-1.45114
1423,-1.77e-05,-1.51842,-1.45114
1424,-1.76e-05,-1.51998,-1.45114
1425,-1.75e-05,-1.51687,-1.45114
1426,-1.74e-05,-1.51842,-1.45114
1427,-1.73e-05,-1.52153,-1.45114
1428,-1.72e-05,-1.51842,-1.45114
1429,-1.71e-05,-1.51998,-1.44801
1430,-1.7e-05,-1.51531,-1.44957
1431,-1.69e-05,-1.51842,-1.44957
1432,-1.68e-05,-1.51687,-1.45114
1433,-1.67e-05,-1.51687,-1.44801
1434,-1.66e-05,-1.51687,-1.44801
1435,-1.65e-05,-1.51687,-1.44644
1436,-1.64e-05,-1.51687,-1.44644
1437,-1.63e-05,-1.51998,-1.44644
1438,-1.62e-05,-1.51842,-1.44957
1439,-1.61e-05,-1.51842,-1.44801
1440,-1.6e-05,-1.51687,-1.44801
1441,-1.59e-05,-1.51842,-1.44801
1442,-1.58e-05,-1.51687,-1.44801
1443,-1.57e-05,-1.51687,-1.44801
1444,-1.56e-05,-1.51842,-1.44957
1445,-1.55e-05,-1.51998,-1.44957
1446,-1.54e-05,-1.51687,-1.44801
1447,-1.53e-05,-1.51531,-1.44957
1448,-1.52e-05,-1.51998,-1.44801
1449,-1.51e-05,-1.51687,-1.44801
1450,-1.5e-05,-1.51998,-1.44801
1451,-1.49e-05,-1.51842,-1.44801
1452,-1.48e-05,-1.51998,-1.44957
1453,-1.47e-05,-1.51842,-1.44957
1454,-1.46e-05,-1.51998,-1.44957
1455,-1.45e-05,-1.51998,-1.45114
1456,-1.44e-05,-1.51998,-1.44801
1457,-1.43e-05,-1.51998,-1.44801
1458,-1.42e-05,-1.51998,-1.45114
1459,-1.41e-05,-1.51998,-1.44957
1460,-1.4e-05,-1.51998,-1.44957
1461,-1.39e-05,-1.51998,-1.44957
1462,-1.38e-05,-1.51842,-1.45114
1463,-1.37e-05,-1.52153,-1.45114
1464,-1.36e-05,-1.51842,-1.45114
1465,-1.35e-05,-1.52153,-1.45114
1466,-1.34e-05,-1.51998,-1.45114
1467,-1.33e-05,-1.51998,-1.45114
1468,-1.32e-05,-1.52153,-1.45271
1469,-1.31e-05,-1.51842,-1.44957
1470,-1.3e-05,-1.51998,-1.45271
1471,-1.29e-05,-1.51998,-1.44957
1472,-1.28e-05,-1.51998,-1.44957
1473,-1.27e-05,-1.51998,-1.44957
1474,-1.26e-05,-1.52308,-1.44957
1475,-1.25e-05,-1.52308,-1.45114
1476,-1.24e-05,-1.51998,-1.45427
1477,-1.23e-05,-1.51998,-1.45114
1478,-1.22e-05,-1.51998,-1.45114
1479,-1.21e-05,-1.52464,-1.45114
1480,-1.2e-05,-1.52153,-1.45271
1481,-1.19e-05,-1.52153,-1.44957
1482,-1.18e-05,-1.52153,-1.44957
1483,-1.17e-05,-1.51842,-1.45271
1484,-1.16e-05,-1.52153,-1.45114
1485,-1.15e-05,-1.52153,-1.45114
1486,-1.14e-05,-1.51842,-1.45114
1487,-1.13e-05,-1.52308,-1.45114
1488,-1.12e-05,-1.51998,-1.44957
1489,-1.11e-05,-1.52153,-1.44957
1490,-1.1e-05,-1.51998,-1.44957
1491,-1.09e-05,-1.51998,-1.44957
1492,-1.08e-05,-1.51998,-1.45114
1493,-1.07e-05,-1.51998,-1.44957
1494,-1.06e-05,-1.52153,-1.45114
1495,-1.05e-05,-1.51842,-1.44957
1496,-1.04e-05,-1.51842,-1.44957
1497,-1.03e-05,-1.52153,-1.44801
1498,-1.02e-05,-1.51998,-1.45114
1499,-1.01e-05,-1.52153,-1.44957
1500,-1e-05,-1.51842,-1.44957
1501,-9.9e-06,-1.51842,-1.44957
1502,-9.8e-06,-1.51842,-1.44957
1503,-9.7e-06,-1.52153,-1.44801
1504,-9.6e-06,-1.51842,-1.44801
1505,-9.5e-06,-1.51998,-1.44801
1506,-9.4e-06,-1.51998,-1.44801
1507,-9.3e-06,-1.51842,-1.44957
1508,-9.2e-06,-1.51842,-1.44957
1509,-9.1e-06,-1.51842,-1.44957
1510,-9e-06,-1.51842,-1.44801
1511,-8.9e-06,-1.51842,-1.44801
1512,-8.8e-06,-1.51842,-1.44801
1513,-8.7e-06,-1.51842,-1.44801
1514,-8.6e-06,-1.51842,-1.44801
1515,-8.5e-06,-1.51998,-1.44644
1516,-8.4e-06,-1.52153,-1.44644
1517,-8.3e-06,-1.51998,-1.44801
1518,-8.2e-06,-1.51842,-1.45114
1519,-8.1e-06,-1.51842,-1.44801
1520,-8e-06,-1.51842,-1.44957
1521,-7.9e-06,-1.51998,-1.44957
1522,-7.8e-06,-1.51687,-1.44801
1523,-7.7e-06,-1.51998,-1.44801
1524,-7.6e-06,-1.51998,-1.44801
1525,-7.5e-06,-1.51842,-1.45114
1526,-7.4e-06,-1.51998,-1.44801
1527,-7.3e-06,-1.51998,-1.44801
1528,-7.2e-06,-1.51998,-1.44801
1529,-7.1e-06,-1.51998,-1.44957
1530,-7e-06,-1.51687,-1.44957
1531,-6.9e-06,-1.52153,-1.44957
1532,-6.8e-06,-1.51842,-1.44957
1533,-6.7e-06,-1.52153,-1.44957
1534,-6.6e-06,-1.51998,-1.44957
1535,-6.5e-06,-1.51998,-1.44957
1536,-6.4e-06,-1.51998,-1.44957
1537,-6.3e-06,-1.51998,-1.44957
1538,-6.2e-06,-1.51998,-1.44957
1539,-6.1e-06,-1.51998,-1.45114
1540,-6e-06,-1.52153,-1.45114
1541,-5.9e-06,-1.52153,-1.45114
1542,-5.8e-06,-1.52308,-1.45114
1543,-5.7e-06,-1.51998,-1.45271
1544,-5.6e-06,-1.51998,-1.45271
1545,-5.5e-06,-1.52308,-1.45271
1546,-5.4e-06,-1.51998,-1.45271
1547,-5.3e-06,-1.52308,-1.45114
1548,-5.2e-06,-1.51842,-1.45114
1549,-5.1e-06,-1.52153,-1.44957
1550,-5e-06,-1.51998,-1.45271
1551,-4.9e-06,-1.51998,-1.45114
1552,-4.8e-06,-1.52308,-1.45114
1553,-4.7e-06,-1.52308,-1.44957
1554,-4.6e-06,-1.51998,-1.44957
1555,-4.5e-06,-1.51842,-1.44957
1556,-4.4e-06,-1.51998,-1.45114
1557,-4.3e-06,-1.52308,-1.45114
1558,-4.2e-06,-1.51998,-1.45114
1559,-4.1e-06,-1.51998,-1.45114
1560,-4e-06,-1.51998,-1.44957
1561,-3.9e-06,-1.51842,-1.45114
1562,-3.8e-06,-1.52153,-1.44957
1563,-3.7e-06,-1.52153,-1.44957
1564,-3.6e-06,-1.52153,-1.44957
1565,-3.5e-06,-1.52308,-1.44957
1566,-3.4e-06,-1.51998,-1.44801
1567,-3.3e-06,-1.51998,-1.45114
1568,-3.2e-06,-1.51998,-1.45114
1569,-3.1e-06,-1.52153,-1.44957
1570,-3e-06,-1.51998,-1.44957
1571,-2.9e-06,-1.51998,-1.44957
1572,-2.8e-06,-1.52153,-1.44957
1573,-2.7e-06,-1.51998,-1.44957
1574,-2.6e-06,-1.51998,-1.45114
1575,-2.5e-06,-1.51998,-1.44801
1576,-2.4e-06,-1.51998,-1.44957
1577,-2.3e-06,-1.51842,-1.45114
1578,-2.2e-06,-1.51842,-1.44801
1579,-2.1e-06,-1.52153,-1.44801
1580,-2e-06,-1.51998,-1.44801
1581,-1.9e-06,-1.52153,-1.44801
1582,-1.8e-06,-1.51998,-1.45114
1583,-1.7e-06,-1.52153,-1.44801
1584,-1.6e-06,-1.51998,-1.44957
1585,-1.5e-06,-1.51842,-1.44957
1586,-1.4e-06,-1.51998,-1.45114
1587,-1.3e-06,-1.51998,-1.44957
1588,-1.2e-06,-1.52153,-1.44957
1589,-1.1e-06,-1.51998,-1.44957
1590,-1e-06,-1.51687,-1.44957
1591,-9e-07,-1.52153,-1.44957
1592,-8e-07,-1.51687,-1.44957
1593,-7e-07,-1.52308,-1.44957
1594,-6e-07,-1.51998,-1.44957
1595,-5e-07,-1.52153,-1.44957
1596,-4e-07,-1.52153,-1.44957
1597,-3e-07,-1.52153,-1.44957
1598,-2e-07,-1.52153,-1.44957
1599,-1e-07,-1.52153,-1.45114
1600,0,-1.52153,-1.44957
1601,1e-07,-1.45936,-1.44801
1602,2e-07,-1.46869,-1.44018
1603,3e-07,1.60549,-1.21619
1604,4e-07,1.35993,-1.34463
1605,5e-07,1.40655,-1.29764
1606,6e-07,1.41121,-1.36029
1607,7e-07,1.41898,-0.938953
1608,8e-07,1.41898,-0.887264
1609,9e-07,1.42365,-0.888831
1610,1e-06,1.42054,-0.835576
1611,1.1e-06,1.42209,-0.812081
1612,1.2e-06,1.42054,-0.794851
1613,1.3e-06,1.42209,-0.776055
1614,1.4e-06,1.42054,-0.760392
1615,1.5e-06,1.42365,-0.744729
1616,1.6e-06,1.42365,-0.729066
1617,1.7e-06,1.4252,-0.716535
1618,1.8e-06,1.4252,-0.700872
1619,1.9e-06,1.42676,-0.686775
1620,2e-06,1.42676,-0.671112
1621,2.1e-06,1.42676,-0.658581
1622,2.2e-06,1.42831,-0.641352
1623,2.3e-06,1.42986,-0.628821
1624,2.4e-06,1.42831,-0.611592
1625,2.5e-06,1.42831,-0.595929
1626,2.6e-06,1.42831,-0.580265
1627,2.7e-06,1.42831,-0.566168
1628,2.8e-06,1.42831,-0.550505
1629,2.9e-06,1.42831,-0.534842
1630,3e-06,1.42831,-0.520745
1631,3.1e-06,1.42831,-0.505082
1632,3.2e-06,1.42676,-0.489419
1633,3.3e-06,1.42676,-0.475322
1634,3.4e-06,1.42831,-0.459659
1635,3.5e-06,1.4252,-0.445562
1636,3.6e-06,1.42676,-0.429899
1637,3.7e-06,1.42676,-0.414235
1638,3.8e-06,1.42676,-0.39544
1639,3.9e-06,1.42831,-0.379776
1640,4e-06,1.42676,-0.367246
1641,4.1e-06,1.42986,-0.351583
1642,4.2e-06,1.42986,-0.334353
1643,4.3e-06,1.42831,-0.31869
1644,4.4e-06,1.43142,-0.303027
1645,4.5e-06,1.43453,-0.28893
1646,4.6e-06,1.42986,-0.273266
1647,4.7e-06,1.43453,-0.25917
1648,4.8e-06,1.43297,-0.24194
1649,4.9e-06,1.43608,-0.22941
1650,5e-06,1.43453,-0.213746
1651,5.1e-06,1.43608,-0.198083
1652,5.2e-06,1.43763,-0.18242
1653,5.3e-06,1.43763,-0.166757
1654,5.4e-06,1.43919,-0.15266
1655,5.5e-06,1.43608,-0.138563
1656,5.6e-06,1.43919,-0.1229
1657,5.7e-06,1.44074,-0.10567
1658,5.8e-06,1.43919,-0.0900069
1659,5.9e-06,1.4423,-0.07591
1660,6e-06,1.4423,-0.0602468
1661,6.1e-06,1.44074,-0.0445836
1662,6.2e-06,1.44385,-0.0304867
1663,6.3e-06,1.44385,-0.0148235
1664,6.4e-06,1.44541,0.00240599
1665,6.5e-06,1.44385,0.0133702
1666,6.6e-06,1.44541,0.0321661
1667,6.7e-06,1.44541,0.0446966
1668,6.8e-06,1.44851,0.0603599
1669,6.9e-06,1.44851,0.0775894
1670,7e-06,1.45007,0.09012
1671,7.1e-06,1.45007,0.107349
1672,7.2e-06,1.45007,0.123013
1673,7.3e-06,1.45162,0.13711
1674,7.4e-06,1.45318,0.151206
1675,7.5e-06,1.45162,0.16687
1676,7.6e-06,1.45473,0.180967
1677,7.7e-06,1.45473,0.19663
1678,7.8e-06,1.45628,0.212293
1679,7.9e-06,1.45784,0.22639
1680,8e-06,1.45784,0.243619
1681,8.1e-06,1.45784,0.259283
1682,8.2e-06,1.46095,0.273379
1683,8.3e-06,1.46095,0.289043
1684,8.4e-06,1.4625,0.30314
1685,8.5e-06,1.4625,0.318803
1686,8.6e-06,1.46406,0.334466
1687,8.7e-06,1.46406,0.350129
1688,8.8e-06,1.46406,0.36266
1689,8.9e-06,1.46872,0.379889
1690,9e-06,1.46872,0.39242
1691,9.1e-06,1.46872,0.409649
1692,9.2e-06,1.46872,0.423746
1693,9.3e-06,1.47183,0.439409
1694,9.4e-06,1.47338,0.45194
1695,9.5e-06,1.47649,0.470736
1696,9.6e-06,1.47494,0.484833
1697,9.7e-06,1.47804,0.49893
1698,9.8e-06,1.47804,0.516159
1699,9.9e-06,1.4796,0.52869
1700,1e-05,1.48115,0.54122
1701,1.01e-05,1.48115,0.560016
1702,1.02e-05,1.48581,0.572547
1703,1.03e-05,1.48581,0.589776
1704,1.04e-05,1.48737,0.603873
1705,1.05e-05,1.48737,0.61797
1706,1.06e-05,1.49048,0.632067
1707,1.07e-05,1.49048,0.649296
1708,1.08e-05,1.49048,0.661827
1709,1.09e-05,1.49359,0.67749
1710,1.1e-05,1.49669,0.690021
1711,1.11e-05,1.49669,0.70725
1712,1.12e-05,1.49669,0.719781
1713,1.13e-05,1.50136,0.735444
1714,1.14e-05,1.50136,0.751107
1715,1.15e-05,1.50446,0.763638
1716,1.16e-05,1.50291,0.779301
1717,1.17e-05,1.50446,0.794964
1718,1.18e-05,1.50757,0.809061
1719,1.19e-05,1.50757,0.824724
1720,1.2e-05,1.50913,0.838821
1721,1.21e-05,1.51224,0.854484
1722,1.22e-05,1.51224,0.867015
1723,1.23e-05,1.51379,0.884245
1724,1.24e-05,1.51534,0.896775
1725,1.25e-05,1.5169,0.912438
1726,1.26e-05,1.51845,0.926535
1727,1.27e-05,1.51845,0.942198
1728,1.28e-05,1.52001,0.957862
1729,1.29e-05,1.52001,0.973525
1730,1.3e-05,1.52311,0.986055
1731,1.31e-05,1.52311,1.00328
1732,1.32e-05,1.52467,1.01738
1733,1.33e-05,1.52311,1.03305
1734,1.34e-05,1.52622,1.05027
1735,1.35e-05,1.52467,1.06437
1736,1.36e-05,1.52778,1.07847
1737,1.37e-05,1.52622,1.0957
1738,1.38e-05,1.52778,1.11136
1739,1.39e-05,1.52778,1.12859
1740,1.4e-05,1.52622,1.14582
1741,1.41e-05,1.52622,1.16148
1742,1.42e-05,1.52622,1.17401
1743,1.43e-05,1.52467,1.18341
1744,1.44e-05,1.52778,1.19124
1745,1.45e-05,1.52467,1.19594
1746,1.46e-05,1.52467,1.19751
1747,1.47e-05,1.52622,1.19908
1748,1.48e-05,1.52311,1.19908
1749,1.49e-05,1.52467,1.20221
1750,1.5e-05,1.52622,1.20847
1751,1.51e-05,1.52467,1.21474
1752,1.52e-05,1.52622,1.22257
1753,1.53e-05,1.52622,1.23353
1754,1.54e-05,1.52622,1.2398
1755,1.55e-05,1.52467,1.2492
1756,1.56e-05,1.52622,1.2586
1757,1.57e-05,1.52622,1.26799
1758,1.58e-05,1.52622,1.27739
1759,1.59e-05,1.52467,1.28992
1760,1.6e-05,1.52933,1.29775
1761,1.61e-05,1.52467,1.31028
1762,1.62e-05,1.52933,1.31968
1763,1.63e-05,1.52778,1.32908
1764,1.64e-05,1.52622,1.34004
1765,1.65e-05,1.52933,1.34944
1766,1.66e-05,1.52622,1.35884
1767,1.67e-05,1.52622,1.36667
1768,1.68e-05,1.52933,1.3792
1769,1.69e-05,1.52778,1.38703
1770,1.7e-05,1.52933,1.39956
1771,1.71e-05,1.52933,1.40896
1772,1.72e-05,1.52933,1.41836
1773,1.73e-05,1.52933,1.42932
1774,1.74e-05,1.52778,1.44029
1775,1.75e-05,1.52778,1.44969
1776,1.76e-05,1.52933,1.45752
1777,1.77e-05,1.52933,1.46848
1778,1.78e-05,1.52933,1.47945
1779,1.79e-05,1.52778,1.48884
1780,1.8e-05,1.53089,1.50137
1781,1.81e-05,1.52933,1.50764
1782,1.82e-05,1.52933,1.52017
1783,1.83e-05,1.52933,1.53114
1784,1.84e-05,1.52933,1.54053
1785,1.85e-05,1.52933,1.5515
1786,1.86e-05,1.52933,1.55776
1787,1.87e-05,1.52933,1.56716
1788,1.88e-05,1.52933,1.57812
1789,1.89e-05,1.52933,1.59066
1790,1.9e-05,1.53089,1.60005
1791,1.91e-05,1.52778,1.60945
1792,1.92e-05,1.53089,1.61885
1793,1.93e-05,1.52933,1.62981
1794,1.94e-05,1.52933,1.63921
1795,1.95e-05,1.52778,1.64861
1796,1.96e-05,1.52622,1.65487
1797,1.97e-05,1.52933,1.66114
1798,1.98e-05,1.52778,1.66897
1799,1.99e-05,1.52778,1.6721
1800,2e-05,1.52778,1.6768
1801,2.01e-05,1.52778,1.68307
1802,2.02e-05,1.52778,1.68307
1803,2.03e-05,1.52933,1.61102
1804,2.04e-05,1.52622,1.56246
1805,2.05e-05,1.52467,1.5468
1806,2.06e-05,1.52622,1.54836
1807,2.07e-05,1.52778,1.5609
1808,2.08e-05,1.52933,1.57656
1809,2.09e-05,1.52778,1.59379
1810,2.1e-05,1.52778,1.60632
1811,2.11e-05,1.52933,1.61885
1812,2.12e-05,1.52778,1.62511
1813,2.13e-05,1.53089,1.62511
1814,2.14e-05,1.52778,1.62355
1815,2.15e-05,1.52778,1.61885
1816,2.16e-05,1.52933,1.61572
1817,2.17e-05,1.52933,1.61258
1818,2.18e-05,1.52933,1.61102
1819,2.19e-05,1.52933,1.61258
1820,2.2e-05,1.52778,1.61415
1821,2.21e-05,1.52778,1.61415
1822,2.22e-05,1.52778,1.61572
1823,2.23e-05,1.53089,1.61728
1824,2.24e-05,1.52933,1.61728
1825,2.25e-05,1.52933,1.61572
1826,2.26e-05,1.52778,1.61572
1827,2.27e-05,1.53089,1.61572
1828,2.28e-05,1.53089,1.61572
1829,2.29e-05,1.53244,1.61728
1830,2.3e-05,1.52933,1.61728
1831,2.31e-05,1.53089,1.61728
1832,2.32e-05,1.53244,1.61728
1833,2.33e-05,1.52933,1.61728
1834,2.34e-05,1.53089,1.61728
1835,2.35e-05,1.53244,1.61728
1836,2.36e-05,1.52933,1.61728
1837,2.37e-05,1.53089,1.61885
1838,2.38e-05,1.53089,1.61728
1839,2.39e-05,1.53244,1.62042
1840,2.4e-05,1.52933,1.61885
1841,2.41e-05,1.53244,1.61885
1842,2.42e-05,1.52933,1.61885
1843,2.43e-05,1.53244,1.61885
1844,2.44e-05,1.53089,1.62042
1845,2.45e-05,1.53399,1.62042
1846,2.46e-05,1.53089,1.61885
1847,2.47e-05,1.53089,1.61885
1848,2.48e-05,1.52933,1.61885
1849,2.49e-05,1.53089,1.62042
1850,2.5e-05,1.53244,1.62198
1851,2.51e-05,1.53089,1.61885
1852,2.52e-05,1.53399,1.61885
1853,2.53e-05,1.53089,1.61885
1854,2.54e-05,1.53399,1.61885
1855,2.55e-05,1.52933,1.61885
1856,2.56e-05,1.53244,1.61885
1857,2.57e-05,1.53089,1.61885
1858,2.58e-05,1.53089,1.61885
1859,2.59e-05,1.53089,1.61885
1860,2.6e-05,1.53089,1.61885
1861,2.61e-05,1.53089,1.61885
1862,2.62e-05,1.53089,1.61728
1863,2.63e-05,1.53089,1.61728
1864,2.64e-05,1.53089,1.61728
1865,2.65e-05,1.53244,1.61728
1866,2.66e-05,1.53244,1.61728
1867,2.67e-05,1.53089,1.61728
1868,2.68e-05,1.53089,1.61728
1869,2.69e-05,1.53244,1.61572
1870,2.7e-05,1.53244,1.61572
1871,2.71e-05,1.53244,1.61572
1872,2.72e-05,1.52933,1.61728
1873,2.73e-05,1.52933,1.61572
1874,2.74e-05,1.52933,1.61572
1875,2.75e-05,1.53244,1.61728
1876,2.76e-05,1.53244,1.61572
1877,2.77e-05,1.52933,1.61728
1878,2.78e-05,1.53244,1.61572
1879,2.79e-05,1.52933,1.61572
1880,2.8e-05,1.53244,1.61572
1881,2.81e-05,1.52778,1.61572
1882,2.82e-05,1.53089,1.61572
1883,2.83e-05,1.52933,1.61572
1884,2.84e-05,1.52933,1.61572
1885,2.85e-05,1.53244,1.61572
1886,2.86e-05,1.53244,1.61572
1887,2.87e-05,1.53244,1.61728
1888,2.88e-05,1.53244,1.61572
1889,2.89e-05,1.53244,1.61572
1890,2.9e-05,1.53244,1.61885
1891,2.91e-05,1.53089,1.61728
1892,2.92e-05,1.53089,1.61728
1893,2.93e-05,1.53089,1.61728
1894,2.94e-05,1.53244,1.61728
1895,2.95e-05,1.53089,1.61728
1896,2.96e-05,1.53244,1.61728
1897,2.97e-05,1.53244,1.61728
1898,2.98e-05,1.53089,1.61728
1899,2.99e-05,1.53399,1.61728
1900,3e-05,1.53399,1.61728
1901,3.01e-05,1.53399,1.61728
1902,3.02e-05,1.53399,1.61728
1903,3.03e-05,1.53555,1.61885
1904,3.04e-05,1.53244,1.61885
1905,3.05e-05,1.53555,1.61885
1906,3.06e-05,1.53399,1.62042
1907,3.07e-05,1.53399,1.61728
1908,3.08e-05,1.53555,1.61728
1909,3.09e-05,1.53244,1.62042
1910,3.1e-05,1.53399,1.61572
1911,3.11e-05,1.53399,1.61885
1912,3.12e-05,1.53399,1.61885
1913,3.13e-05,1.53399,1.61885
1914,3.14e-05,1.53399,1.62042
1915,3.15e-05,1.53399,1.62042
1916,3.16e-05,1.53399,1.61728
1917,3.17e-05,1.53399,1.61728
1918,3.18e-05,1.53244,1.62042
1919,3.19e-05,1.53555,1.61885
1920,3.2e-05,1.53399,1.61885
1921,3.21e-05,1.53399,1.61885
1922,3.22e-05,1.5371,1.61728
1923,3.23e-05,1.5371,1.61728
1924,3.24e-05,1.53555,1.61728
1925,3.25e-05,1.53399,1.61885
1926,3.26e-05,1.53399,1.61885
1927,3.27e-05,1.53089,1.61728
1928,3.28e-05,1.53244,1.62042
1929,3.29e-05,1.53555,1.61885
1930,3.3e-05,1.53555,1.61728
1931,3.31e-05,1.53244,1.61728
1932,3.32e-05,1.53555,1.61728
1933,3.33e-05,1.53399,1.61728
1934,3.34e-05,1.53555,1.61728
1935,3.35e-05,1.53244,1.61728
1936,3.36e-05,1.53399,1.61885
1937,3.37e-05,1.53089,1.61728
1938,3.38e-05,1.53244,1.61728
1939,3.39e-05,1.53399,1.61415
1940,3.4e-05,1.53244,1.61728
1941,3.41e-05,1.53244,1.61728
1942,3.42e-05,1.53555,1.61572
1943,3.43e-05,1.53244,1.61572
1944,3.44e-05,1.53244,1.61572
1945,3.45e-05,1.53555,1.61572
1946,3.46e-05,1.53399,1.61728
1947,3.47e-05,1.53244,1.61572
1948,3.48e-05,1.53399,1.61572
1949,3.49e-05,1.53399,1.61572
1950,3.5e-05,1.53244,1.61572
1951,3.51e-05,1.53399,1.61572
1952,3.52e-05,1.53399,1.61572
1953,3.53e-05,1.53399,1.61572
1954,3.54e-05,1.53399,1.61415
1955,3.55e-05,1.53555,1.61415
1956,3.56e-05,1.53244,1.61415
1957,3.57e-05,1.53244,1.61415
1958,3.58e-05,1.53399,1.61728
1959,3.59e-05,1.53399,1.61415
1960,3.6e-05,1.53399,1.61415
1961,3.61e-05,1.53399,1.61415
1962,3.62e-05,1.53399,1.61572
1963,3.63e-05,1.53399,1.61415
1964,3.64e-05,1.53399,1.61572
1965,3.65e-05,1.53399,1.61572
