;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
1899,-0.002101,-0.579318
1900,-0.0021,-0.576066
1901,-0.002099,-0.567934
1902,-0.002098,-0.564681
1903,-0.002097,-0.558176
1904,-0.002096,-0.554924
1905,-0.002095,-0.551671
1906,-0.002094,-0.54354
1907,-0.002093,-0.538661
1908,-0.002092,-0.535408
1909,-0.002091,-0.527277
1910,-0.00209,-0.52565
1911,-0.002089,-0.517519
1912,-0.002088,-0.515892
1913,-0.002087,-0.507761
1914,-0.002086,-0.504508
1915,-0.002085,-0.498003
1916,-0.002084,-0.491498
1917,-0.002083,-0.488245
1918,-0.002082,-0.484993
1919,-0.002081,-0.476861
1920,-0.00208,-0.470356
1921,-0.002079,-0.465477
1922,-0.002078,-0.460598
1923,-0.002077,-0.455719
1924,-0.002076,-0.45084
1925,-0.002075,-0.445961
1926,-0.002074,-0.439456
1927,-0.002073,-0.434577
1928,-0.002072,-0.428072
1929,-0.002071,-0.421567
1930,-0.00207,-0.418314
1931,-0.002069,-0.411809
1932,-0.002068,-0.40693
1933,-0.002067,-0.400425
1934,-0.002066,-0.395546
1935,-0.002065,-0.389041
1936,-0.002064,-0.384162
1937,-0.002063,-0.377657
1938,-0.002062,-0.374404
1939,-0.002061,-0.367899
1940,-0.00206,-0.361394
1941,-0.002059,-0.353262
1942,-0.002058,-0.35001
1943,-0.002057,-0.343504
1944,-0.002056,-0.338625
1945,-0.002055,-0.333747
1946,-0.002054,-0.327241
1947,-0.002053,-0.320736
1948,-0.002052,-0.314231
1949,-0.002051,-0.307726
1950,-0.00205,-0.304473
1951,-0.002049,-0.299594
1952,-0.002048,-0.293089
1953,-0.002047,-0.286584
1954,-0.002046,-0.281705
1955,-0.002045,-0.271947
1956,-0.002044,-0.268695
1957,-0.002043,-0.263816
1958,-0.002042,-0.25731
1959,-0.002041,-0.250805
1960,-0.00204,-0.2443
1961,-0.002039,-0.239421
1962,-0.002038,-0.232916
1963,-0.002037,-0.226411
1964,-0.002036,-0.223158
1965,-0.002035,-0.216653
1966,-0.002034,-0.210148
1967,-0.002033,-0.203642
1968,-0.002032,-0.195511
1969,-0.002031,-0.190632
1970,-0.00203,-0.187379
1971,-0.002029,-0.180874
1972,-0.002028,-0.174369
1973,-0.002027,-0.167864
1974,-0.002026,-0.161359
1975,-0.002025,-0.154853
1976,-0.002024,-0.149974
1977,-0.002023,-0.143469
1978,-0.002022,-0.13859
1979,-0.002021,-0.132085
1980,-0.00202,-0.12558
1981,-0.002019,-0.119075
1982,-0.002018,-0.11257
1983,-0.002017,-0.107691
1984,-0.002016,-0.101185
1985,-0.002015,-0.0963065
1986,-0.002014,-0.0898013
1987,-0.002013,-0.0832961
1988,-0.002012,-0.0767909
1989,-0.002011,-0.0702857
1990,-0.00201,-0.0654068
1991,-0.002009,-0.0589016
1992,-0.002008,-0.0523964
1993,-0.002007,-0.0491438
1994,-0.002006,-0.0377596
1995,-0.002005,-0.034507
1996,-0.002004,-0.0280018
1997,-0.002003,-0.0231229
1998,-0.002002,-0.0166177
1999,-0.002001,-0.0101125
2000,-0.002,-0.00360731
2001,-0.001999,0.0028979
2002,-0.001998,0.00940311
2003,-0.001997,0.0159083
2004,-0.001996,0.0191609
2005,-0.001995,0.0256661
2006,-0.001994,0.0321713
2007,-0.001993,0.0386765
2008,-0.001992,0.0451818
2009,-0.001991,0.0500607
2010,-0.00199,0.0581922
2011,-0.001989,0.0630711
2012,-0.001988,0.0695763
2013,-0.001987,0.0760815
2014,-0.001986,0.0825867
2015,-0.001985,0.0890919
2016,-0.001984,0.0939708
2017,-0.001983,0.100476
2018,-0.001982,0.105355
2019,-0.001981,0.11186
2020,-0.00198,0.115113
2021,-0.001979,0.121618
2022,-0.001978,0.131376
2023,-0.001977,0.137881
2024,-0.001976,0.141134
2025,-0.001975,0.149265
2026,-0.001974,0.154144
2027,-0.001973,0.160649
2028,-0.001972,0.165528
2029,-0.001971,0.17366
2030,-0.00197,0.180165
2031,-0.001969,0.18667
2032,-0.001968,0.189923
2033,-0.001967,0.196428
2034,-0.001966,0.201307
2035,-0.001965,0.209438
2036,-0.001964,0.214317
2037,-0.001963,0.222449
2038,-0.001962,0.225701
2039,-0.001961,0.232206
2040,-0.00196,0.238712
2041,-0.001959,0.245217
2042,-0.001958,0.251722
2043,-0.001957,0.256601
2044,-0.001956,0.263106
2045,-0.001955,0.269611
2046,-0.001954,0.276117
2047,-0.001953,0.279369
2048,-0.001952,0.284248
2049,-0.001951,0.29238
2050,-0.00195,0.298885
2051,-0.001949,0.30539
2052,-0.001948,0.308643
2053,-0.001947,0.316774
2054,-0.001946,0.320027
2055,-0.001945,0.324906
2056,-0.001944,0.331411
2057,-0.001943,0.339542
2058,-0.001942,0.342795
2059,-0.001941,0.3493
2060,-0.00194,0.354179
2061,-0.001939,0.359058
2062,-0.001938,0.365563
2063,-0.001937,0.372068
2064,-0.001936,0.378574
2065,-0.001935,0.383453
2066,-0.001934,0.389958
2067,-0.001933,0.394837
2068,-0.001932,0.399716
2069,-0.001931,0.406221
2070,-0.00193,0.412726
2071,-0.001929,0.415979
2072,-0.001928,0.42411
2073,-0.001927,0.427363
2074,-0.001926,0.432242
2075,-0.001925,0.438747
2076,-0.001924,0.445252
2077,-0.001923,0.448505
2078,-0.001922,0.456636
2079,-0.001921,0.461515
2080,-0.00192,0.466394
2081,-0.001919,0.469647
2082,-0.001918,0.474525
2083,-0.001917,0.482657
2084,-0.001916,0.487536
2085,-0.001915,0.492415
2086,-0.001914,0.497294
2087,-0.001913,0.503799
2088,-0.001912,0.507051
2089,-0.001911,0.513557
2090,-0.00191,0.518436
2091,-0.001909,0.521688
2092,-0.001908,0.52982
2093,-0.001907,0.536325
2094,-0.001906,0.537951
2095,-0.001905,0.54283
2096,-0.001904,0.549335
2097,-0.001903,0.554214
2098,-0.001902,0.560719
2099,-0.001901,0.563972
2100,-0.0019,0.568851
2101,-0.001899,0.575356
2102,-0.001898,0.578609
2103,-0.001897,0.581861
2104,-0.001896,0.588367
2105,-0.001895,0.593246
2106,-0.001894,0.599751
2107,-0.001893,0.603003
2108,-0.001892,0.606256
2109,-0.001891,0.612761
2110,-0.00189,0.61764
2111,-0.001889,0.620893
2112,-0.001888,0.625772
2113,-0.001887,0.632277
2114,-0.001886,0.637156
2115,-0.001885,0.640408
2116,-0.001884,0.645287
2117,-0.001883,0.64854
2118,-0.001882,0.651792
2119,-0.001881,0.658298
2120,-0.00188,0.664803
2121,-0.001879,0.668055
2122,-0.001878,0.671308
2123,-0.001877,0.674561
2124,-0.001876,0.681066
2125,-0.001875,0.685945
2126,-0.001874,0.689197
2127,-0.001873,0.694076
2128,-0.001872,0.698955
2129,-0.001871,0.702208
2130,-0.00187,0.70546
2131,-0.001869,0.710339
2132,-0.001868,0.715218
2133,-0.001867,0.720097
2134,-0.001866,0.72335
2135,-0.001865,0.726602
2136,-0.001864,0.729855
2137,-0.001863,0.734734
2138,-0.001862,0.737986
2139,-0.001861,0.742865
2140,-0.00186,0.747744
2141,-0.001859,0.750997
2142,-0.001858,0.754249
2143,-0.001857,0.757502
2144,-0.001856,0.762381
2145,-0.001855,0.765634
2146,-0.001854,0.770512
2147,-0.001853,0.773765
2148,-0.001852,0.777018
2149,-0.001851,0.78027
2150,-0.00185,0.783523
2151,-0.001849,0.786775
2152,-0.001848,0.790028
2153,-0.001847,0.796533
2154,-0.001846,0.799786
2155,-0.001845,0.804665
2156,-0.001844,0.804665
2157,-0.001843,0.807917
2158,-0.001842,0.81117
2159,-0.001841,0.816049
2160,-0.00184,0.819301
2161,-0.001839,0.822554
2162,-0.001838,0.827433
2163,-0.001837,0.827433
2164,-0.001836,0.830686
2165,-0.001835,0.833938
2166,-0.001834,0.838817
2167,-0.001833,0.84207
2168,-0.001832,0.845322
2169,-0.001831,0.848575
2170,-0.00183,0.848575
2171,-0.001829,0.850201
2172,-0.001828,0.85508
2173,-0.001827,0.858333
2174,-0.001826,0.863212
2175,-0.001825,0.868091
2176,-0.001824,0.866464
2177,-0.001823,0.869717
2178,-0.001822,0.871343
2179,-0.001821,0.874596
2180,-0.00182,0.877848
2181,-0.001819,0.882727
2182,-0.001818,0.88598
2183,-0.001817,0.88598
2184,-0.001816,0.887606
2185,-0.001815,0.889232
2186,-0.001814,0.892485
2187,-0.001813,0.895738
2188,-0.001812,0.89899
2189,-0.001811,0.900617
2190,-0.00181,0.900617
2191,-0.001809,0.903869
2192,-0.001808,0.907122
2193,-0.001807,0.910374
2194,-0.001806,0.912001
2195,-0.001805,0.915253
2196,-0.001804,0.915253
2197,-0.001803,0.918506
2198,-0.001802,0.918506
2199,-0.001801,0.921758
2200,-0.0018,0.923385
2201,-0.001799,0.926637
2202,-0.001798,0.92989
2203,-0.001797,0.92989
2204,-0.001796,0.933143
2205,-0.001795,0.92989
2206,-0.001794,0.934769
2207,-0.001793,0.936395
2208,-0.001792,0.936395
2209,-0.001791,0.941274
2210,-0.00179,0.941274
2211,-0.001789,0.9429
2212,-0.001788,0.9429
2213,-0.001787,0.944527
2214,-0.001786,0.9429
2215,-0.001785,0.949406
2216,-0.001784,0.949406
2217,-0.001783,0.952658
2218,-0.001782,0.952658
2219,-0.001781,0.952658
2220,-0.00178,0.954284
2221,-0.001779,0.954284
2222,-0.001778,0.957537
2223,-0.001777,0.959163
2224,-0.001776,0.959163
2225,-0.001775,0.96079
2226,-0.001774,0.959163
2227,-0.001773,0.959163
2228,-0.001772,0.962416
2229,-0.001771,0.964042
2230,-0.00177,0.964042
2231,-0.001769,0.964042
2232,-0.001768,0.965669
2233,-0.001767,0.965669
2234,-0.001766,0.967295
2235,-0.001765,0.964042
2236,-0.001764,0.967295
2237,-0.001763,0.970548
2238,-0.001762,0.970548
2239,-0.001761,0.970548
2240,-0.00176,0.968921
2241,-0.001759,0.968921
2242,-0.001758,0.968921
2243,-0.001757,0.968921
2244,-0.001756,0.968921
2245,-0.001755,0.972174
2246,-0.001754,0.972174
2247,-0.001753,0.972174
2248,-0.001752,0.972174
2249,-0.001751,0.972174
2250,-0.00175,0.972174
2251,-0.001749,0.972174
2252,-0.001748,0.9738
2253,-0.001747,0.9738
2254,-0.001746,0.9738
2255,-0.001745,0.972174
2256,-0.001744,0.968921
2257,-0.001743,0.970548
2258,-0.001742,0.970548
2259,-0.001741,0.970548
2260,-0.00174,0.972174
2261,-0.001739,0.968921
2262,-0.001738,0.968921
2263,-0.001737,0.970548
2264,-0.001736,0.967295
2265,-0.001735,0.967295
2266,-0.001734,0.967295
2267,-0.001733,0.967295
2268,-0.001732,0.967295
2269,-0.001731,0.964042
2270,-0.00173,0.964042
2271,-0.001729,0.964042
2272,-0.001728,0.964042
2273,-0.001727,0.96079
2274,-0.001726,0.96079
2275,-0.001725,0.96079
2276,-0.001724,0.957537
2277,-0.001723,0.957537
2278,-0.001722,0.959163
2279,-0.001721,0.955911
2280,-0.00172,0.955911
2281,-0.001719,0.955911
2282,-0.001718,0.952658
2283,-0.001717,0.952658
2284,-0.001716,0.949406
2285,-0.001715,0.949406
2286,-0.001714,0.947779
2287,-0.001713,0.947779
2288,-0.001712,0.944527
2289,-0.001711,0.944527
2290,-0.00171,0.941274
2291,-0.001709,0.941274
2292,-0.001708,0.938021
2293,-0.001707,0.938021
2294,-0.001706,0.936395
2295,-0.001705,0.934769
2296,-0.001704,0.934769
2297,-0.001703,0.92989
2298,-0.001702,0.931516
2299,-0.001701,0.928264
2300,-0.0017,0.925011
2301,-0.001699,0.925011
2302,-0.001698,0.921758
2303,-0.001697,0.920132
2304,-0.001696,0.91688
2305,-0.001695,0.915253
2306,-0.001694,0.913627
2307,-0.001693,0.913627
2308,-0.001692,0.910374
2309,-0.001691,0.907122
2310,-0.00169,0.903869
2311,-0.001689,0.903869
2312,-0.001688,0.900617
2313,-0.001687,0.89899
2314,-0.001686,0.895738
2315,-0.001685,0.892485
2316,-0.001684,0.890859
2317,-0.001683,0.887606
2318,-0.001682,0.884354
2319,-0.001681,0.884354
2320,-0.00168,0.881101
2321,-0.001679,0.877848
2322,-0.001678,0.874596
2323,-0.001677,0.871343
2324,-0.001676,0.869717
2325,-0.001675,0.866464
2326,-0.001674,0.864838
2327,-0.001673,0.861585
2328,-0.001672,0.861585
2329,-0.001671,0.856706
2330,-0.00167,0.853454
2331,-0.001669,0.848575
2332,-0.001668,0.845322
2333,-0.001667,0.843696
2334,-0.001666,0.84207
2335,-0.001665,0.838817
2336,-0.001664,0.835564
2337,-0.001663,0.832312
2338,-0.001662,0.829059
2339,-0.001661,0.82418
2340,-0.00166,0.822554
2341,-0.001659,0.819301
2342,-0.001658,0.816049
2343,-0.001657,0.812796
2344,-0.001656,0.807917
2345,-0.001655,0.804665
2346,-0.001654,0.801412
2347,-0.001653,0.79816
2348,-0.001652,0.794907
2349,-0.001651,0.791654
2350,-0.00165,0.790028
2351,-0.001649,0.783523
2352,-0.001648,0.78027
2353,-0.001647,0.777018
2354,-0.001646,0.773765
2355,-0.001645,0.770512
2356,-0.001644,0.765634
2357,-0.001643,0.762381
2358,-0.001642,0.757502
2359,-0.001641,0.754249
2360,-0.00164,0.750997
2361,-0.001639,0.747744
2362,-0.001638,0.742865
2363,-0.001637,0.739613
2364,-0.001636,0.734734
2365,-0.001635,0.729855
2366,-0.001634,0.728229
2367,-0.001633,0.724976
2368,-0.001632,0.720097
2369,-0.001631,0.716844
2370,-0.00163,0.710339
2371,-0.001629,0.70546
2372,-0.001628,0.702208
2373,-0.001627,0.698955
2374,-0.001626,0.695702
2375,-0.001625,0.69245
2376,-0.001624,0.685945
2377,-0.001623,0.679439
2378,-0.001622,0.676187
2379,-0.001621,0.669682
2380,-0.00162,0.668055
2381,-0.001619,0.663176
2382,-0.001618,0.659924
2383,-0.001617,0.653419
2384,-0.001616,0.650166
2385,-0.001615,0.643661
2386,-0.001614,0.640408
2387,-0.001613,0.633903
2388,-0.001612,0.632277
2389,-0.001611,0.629024
2390,-0.00161,0.622519
2391,-0.001609,0.616014
2392,-0.001608,0.612761
2393,-0.001607,0.606256
2394,-0.001606,0.603003
2395,-0.001605,0.599751
2396,-0.001604,0.593246
2397,-0.001603,0.589993
2398,-0.001602,0.583488
2399,-0.001601,0.576982
2400,-0.0016,0.572104
2401,-0.001599,0.568851
2402,-0.001598,0.565598
2403,-0.001597,0.560719
2404,-0.001596,0.554214
2405,-0.001595,0.547709
2406,-0.001594,0.541204
2407,-0.001593,0.539578
2408,-0.001592,0.533072
2409,-0.001591,0.52982
2410,-0.00159,0.526567
2411,-0.001589,0.515183
2412,-0.001588,0.51193
2413,-0.001587,0.507051
2414,-0.001586,0.502173
2415,-0.001585,0.49892
2416,-0.001584,0.492415
2417,-0.001583,0.487536
2418,-0.001582,0.481031
2419,-0.001581,0.472899
2420,-0.00158,0.471273
2421,-0.001579,0.464768
2422,-0.001578,0.461515
2423,-0.001577,0.456636
2424,-0.001576,0.448505
2425,-0.001575,0.445252
2426,-0.001574,0.438747
2427,-0.001573,0.432242
2428,-0.001572,0.427363
2429,-0.001571,0.422484
2430,-0.00157,0.419231
2431,-0.001569,0.412726
2432,-0.001568,0.404594
2433,-0.001567,0.398089
2434,-0.001566,0.39321
2435,-0.001565,0.388331
2436,-0.001564,0.383453
2437,-0.001563,0.3802
2438,-0.001562,0.372068
2439,-0.001561,0.365563
2440,-0.00156,0.359058
2441,-0.001559,0.352553
2442,-0.001558,0.347674
2443,-0.001557,0.342795
2444,-0.001556,0.339542
2445,-0.001555,0.331411
2446,-0.001554,0.326532
2447,-0.001553,0.320027
2448,-0.001552,0.313522
2449,-0.001551,0.310269
2450,-0.00155,0.303764
2451,-0.001549,0.298885
2452,-0.001548,0.294006
2453,-0.001547,0.284248
2454,-0.001546,0.279369
2455,-0.001545,0.27449
2456,-0.001544,0.267985
2457,-0.001543,0.263106
2458,-0.001542,0.256601
2459,-0.001541,0.250096
2460,-0.00154,0.243591
2461,-0.001539,0.237085
2462,-0.001538,0.232206
2463,-0.001537,0.227328
2464,-0.001536,0.222449
2465,-0.001535,0.215943
2466,-0.001534,0.209438
2467,-0.001533,0.201307
2468,-0.001532,0.194802
2469,-0.001531,0.188296
2470,-0.00153,0.18667
2471,-0.001529,0.180165
2472,-0.001528,0.17366
2473,-0.001527,0.163902
2474,-0.001526,0.160649
2475,-0.001525,0.152518
2476,-0.001524,0.146012
2477,-0.001523,0.14276
2478,-0.001522,0.137881
2479,-0.001521,0.131376
2480,-0.00152,0.124871
2481,-0.001519,0.118365
2482,-0.001518,0.11186
2483,-0.001517,0.103729
2484,-0.001516,0.100476
2485,-0.001515,0.0955971
2486,-0.001514,0.0874656
2487,-0.001513,0.0809604
2488,-0.001512,0.0760815
2489,-0.001511,0.0695763
2490,-0.00151,0.0630711
2491,-0.001509,0.0598185
2492,-0.001508,0.051687
2493,-0.001507,0.0451818
2494,-0.001506,0.0403028
2495,-0.001505,0.0337976
2496,-0.001504,0.0272924
2497,-0.001503,0.0207872
2498,-0.001502,0.014282
2499,-0.001501,0.00777681
2500,-0.0015,0.0012716
2501,-0.001499,-0.00523361
2502,-0.001498,-0.00848621
2503,-0.001497,-0.0149914
2504,-0.001496,-0.0214966
2505,-0.001495,-0.0280018
2506,-0.001494,-0.034507
2507,-0.001493,-0.0410122
2508,-0.001492,-0.0442649
2509,-0.001491,-0.0507701
2510,-0.00149,-0.0572753
2511,-0.001489,-0.0637805
2512,-0.001488,-0.0702857
2513,-0.001487,-0.0767909
2514,-0.001486,-0.0832961
2515,-0.001485,-0.088175
2516,-0.001484,-0.0946802
2517,-0.001483,-0.101185
2518,-0.001482,-0.106064
2519,-0.001481,-0.11257
2520,-0.00148,-0.119075
2521,-0.001479,-0.128833
2522,-0.001478,-0.132085
2523,-0.001477,-0.13859
2524,-0.001476,-0.141843
2525,-0.001475,-0.151601
2526,-0.001474,-0.15648
2527,-0.001473,-0.162985
2528,-0.001472,-0.167864
2529,-0.001471,-0.174369
2530,-0.00147,-0.179248
2531,-0.001469,-0.187379
2532,-0.001468,-0.190632
2533,-0.001467,-0.197137
2534,-0.001466,-0.206895
2535,-0.001465,-0.210148
2536,-0.001464,-0.215027
2537,-0.001463,-0.221532
2538,-0.001462,-0.228037
2539,-0.001461,-0.232916
2540,-0.00146,-0.239421
2541,-0.001459,-0.247553
2542,-0.001458,-0.254058
2543,-0.001457,-0.258937
2544,-0.001456,-0.263816
2545,-0.001455,-0.267068
2546,-0.001454,-0.276826
2547,-0.001453,-0.280079
2548,-0.001452,-0.28821
2549,-0.001451,-0.293089
2550,-0.00145,-0.299594
2551,-0.001449,-0.306099
2552,-0.001448,-0.307726
2553,-0.001447,-0.315857
2554,-0.001446,-0.322362
2555,-0.001445,-0.328868
2556,-0.001444,-0.333747
2557,-0.001443,-0.340252
2558,-0.001442,-0.343504
2559,-0.001441,-0.35001
2560,-0.00144,-0.354889
2561,-0.001439,-0.359767
2562,-0.001438,-0.369525
2563,-0.001437,-0.374404
2564,-0.001436,-0.380909
2565,-0.001435,-0.384162
2566,-0.001434,-0.389041
2567,-0.001433,-0.395546
2568,-0.001432,-0.402051
2569,-0.001431,-0.408556
2570,-0.00143,-0.413435
2571,-0.001429,-0.418314
2572,-0.001428,-0.424819
2573,-0.001427,-0.428072
2574,-0.001426,-0.434577
2575,-0.001425,-0.439456
2576,-0.001424,-0.445961
2577,-0.001423,-0.45084
2578,-0.001422,-0.457346
2579,-0.001421,-0.462224
2580,-0.00142,-0.467103
2581,-0.001419,-0.46873
2582,-0.001418,-0.480114
2583,-0.001417,-0.483366
2584,-0.001416,-0.489872
2585,-0.001415,-0.493124
2586,-0.001414,-0.499629
2587,-0.001413,-0.502882
2588,-0.001412,-0.507761
2589,-0.001411,-0.514266
2590,-0.00141,-0.522398
2591,-0.001409,-0.52565
2592,-0.001408,-0.530529
2593,-0.001407,-0.535408
2594,-0.001406,-0.538661
2595,-0.001405,-0.545166
2596,-0.001404,-0.551671
2597,-0.001403,-0.554924
2598,-0.001402,-0.563055
2599,-0.001401,-0.566308
2600,-0.0014,-0.571187
2601,-0.001399,-0.574439
2602,-0.001398,-0.579318
2603,-0.001397,-0.584197
2604,-0.001396,-0.590702
2605,-0.001395,-0.595581
2606,-0.001394,-0.60046
2607,-0.001393,-0.603713
2608,-0.001392,-0.610218
2609,-0.001391,-0.611844
2610,-0.00139,-0.619976
2611,-0.001389,-0.623228
2612,-0.001388,-0.629734
2613,-0.001387,-0.634612
2614,-0.001386,-0.637865
2615,-0.001385,-0.641118
2616,-0.001384,-0.645997
2617,-0.001383,-0.652502
2618,-0.001382,-0.657381
2619,-0.001381,-0.66226
2620,-0.00138,-0.665512
2621,-0.001379,-0.665512
2622,-0.001378,-0.673644
2623,-0.001377,-0.676896
2624,-0.001376,-0.680149
2625,-0.001375,-0.68828
2626,-0.001374,-0.691533
2627,-0.001373,-0.694786
2628,-0.001372,-0.701291
2629,-0.001371,-0.702917
2630,-0.00137,-0.707796
2631,-0.001369,-0.712675
2632,-0.001368,-0.715928
2633,-0.001367,-0.722433
2634,-0.001366,-0.725685
2635,-0.001365,-0.725685
2636,-0.001364,-0.730564
2637,-0.001363,-0.735443
2638,-0.001362,-0.740322
2639,-0.001361,-0.746827
2640,-0.00136,-0.748454
2641,-0.001359,-0.751706
2642,-0.001358,-0.754959
2643,-0.001357,-0.759838
2644,-0.001356,-0.76309
2645,-0.001355,-0.767969
2646,-0.001354,-0.774474
2647,-0.001353,-0.776101
2648,-0.001352,-0.779353
2649,-0.001351,-0.782606
2650,-0.00135,-0.785859
2651,-0.001349,-0.789111
2652,-0.001348,-0.795616
2653,-0.001347,-0.798869
2654,-0.001346,-0.802122
2655,-0.001345,-0.802122
2656,-0.001344,-0.807
2657,-0.001343,-0.808627
2658,-0.001342,-0.815132
2659,-0.001341,-0.816758
2660,-0.00134,-0.823263
2661,-0.001339,-0.82489
2662,-0.001338,-0.82489
2663,-0.001337,-0.828142
2664,-0.001336,-0.831395
2665,-0.001335,-0.836274
2666,-0.001334,-0.841153
2667,-0.001333,-0.844405
2668,-0.001332,-0.847658
2669,-0.001331,-0.849284
2670,-0.00133,-0.850911
2671,-0.001329,-0.854163
2672,-0.001328,-0.859042
2673,-0.001327,-0.860668
2674,-0.001326,-0.865547
2675,-0.001325,-0.865547
2676,-0.001324,-0.8688
2677,-0.001323,-0.872053
2678,-0.001322,-0.875305
2679,-0.001321,-0.875305
2680,-0.00132,-0.880184
2681,-0.001319,-0.883437
2682,-0.001318,-0.885063
2683,-0.001317,-0.888316
2684,-0.001316,-0.889942
2685,-0.001315,-0.893194
2686,-0.001314,-0.894821
2687,-0.001313,-0.898073
2688,-0.001312,-0.898073
2689,-0.001311,-0.901326
2690,-0.00131,-0.904579
2691,-0.001309,-0.906205
2692,-0.001308,-0.909457
2693,-0.001307,-0.909457
2694,-0.001306,-0.91271
2695,-0.001305,-0.914336
2696,-0.001304,-0.917589
2697,-0.001303,-0.919215
2698,-0.001302,-0.919215
2699,-0.001301,-0.922468
2700,-0.0013,-0.925721
2701,-0.001299,-0.928973
2702,-0.001298,-0.928973
2703,-0.001297,-0.930599
2704,-0.001296,-0.933852
2705,-0.001295,-0.933852
2706,-0.001294,-0.937105
2707,-0.001293,-0.938731
2708,-0.001292,-0.938731
2709,-0.001291,-0.941984
2710,-0.00129,-0.940357
2711,-0.001289,-0.945236
2712,-0.001288,-0.945236
2713,-0.001287,-0.948489
2714,-0.001286,-0.946862
2715,-0.001285,-0.950115
2716,-0.001284,-0.950115
2717,-0.001283,-0.951741
2718,-0.001282,-0.954994
2719,-0.001281,-0.954994
2720,-0.00128,-0.95662
2721,-0.001279,-0.95662
2722,-0.001278,-0.958247
2723,-0.001277,-0.958247
2724,-0.001276,-0.958247
2725,-0.001275,-0.961499
2726,-0.001274,-0.963125
2727,-0.001273,-0.961499
2728,-0.001272,-0.966378
2729,-0.001271,-0.963125
2730,-0.00127,-0.964752
2731,-0.001269,-0.963125
2732,-0.001268,-0.968004
2733,-0.001267,-0.968004
2734,-0.001266,-0.971257
2735,-0.001265,-0.969631
2736,-0.001264,-0.968004
2737,-0.001263,-0.971257
2738,-0.001262,-0.969631
2739,-0.001261,-0.971257
2740,-0.00126,-0.972883
2741,-0.001259,-0.972883
2742,-0.001258,-0.972883
2743,-0.001257,-0.971257
2744,-0.001256,-0.971257
2745,-0.001255,-0.97451
2746,-0.001254,-0.97451
2747,-0.001253,-0.976136
2748,-0.001252,-0.976136
2749,-0.001251,-0.976136
2750,-0.00125,-0.972883
2751,-0.001249,-0.97451
2752,-0.001248,-0.97451
2753,-0.001247,-0.972883
2754,-0.001246,-0.976136
2755,-0.001245,-0.976136
2756,-0.001244,-0.972883
2757,-0.001243,-0.972883
2758,-0.001242,-0.972883
2759,-0.001241,-0.972883
2760,-0.00124,-0.971257
2761,-0.001239,-0.97451
2762,-0.001238,-0.971257
2763,-0.001237,-0.972883
2764,-0.001236,-0.969631
2765,-0.001235,-0.968004
2766,-0.001234,-0.969631
2767,-0.001233,-0.969631
2768,-0.001232,-0.969631
2769,-0.001231,-0.966378
2770,-0.00123,-0.966378
2771,-0.001229,-0.964752
2772,-0.001228,-0.964752
2773,-0.001227,-0.961499
2774,-0.001226,-0.961499
2775,-0.001225,-0.964752
2776,-0.001224,-0.963125
2777,-0.001223,-0.959873
2778,-0.001222,-0.958247
2779,-0.001221,-0.95662
2780,-0.00122,-0.954994
2781,-0.001219,-0.95662
2782,-0.001218,-0.95662
2783,-0.001217,-0.954994
2784,-0.001216,-0.951741
2785,-0.001215,-0.950115
2786,-0.001214,-0.948489
2787,-0.001213,-0.948489
2788,-0.001212,-0.946862
2789,-0.001211,-0.946862
2790,-0.00121,-0.945236
2791,-0.001209,-0.941984
2792,-0.001208,-0.940357
2793,-0.001207,-0.937105
2794,-0.001206,-0.938731
2795,-0.001205,-0.938731
2796,-0.001204,-0.935478
2797,-0.001203,-0.933852
2798,-0.001202,-0.932226
2799,-0.001201,-0.928973
2800,-0.0012,-0.927347
2801,-0.001199,-0.924094
2802,-0.001198,-0.924094
2803,-0.001197,-0.922468
2804,-0.001196,-0.919215
2805,-0.001195,-0.915963
2806,-0.001194,-0.915963
2807,-0.001193,-0.91271
2808,-0.001192,-0.909457
2809,-0.001191,-0.906205
2810,-0.00119,-0.906205
2811,-0.001189,-0.906205
2812,-0.001188,-0.902952
2813,-0.001187,-0.8997
2814,-0.001186,-0.896447
2815,-0.001185,-0.894821
2816,-0.001184,-0.891568
2817,-0.001183,-0.891568
2818,-0.001182,-0.889942
2819,-0.001181,-0.886689
2820,-0.00118,-0.880184
2821,-0.001179,-0.878558
2822,-0.001178,-0.875305
2823,-0.001177,-0.873679
2824,-0.001176,-0.872053
2825,-0.001175,-0.867174
2826,-0.001174,-0.867174
2827,-0.001173,-0.862295
2828,-0.001172,-0.859042
2829,-0.001171,-0.855789
2830,-0.00117,-0.852537
2831,-0.001169,-0.852537
2832,-0.001168,-0.849284
2833,-0.001167,-0.846032
2834,-0.001166,-0.842779
2835,-0.001165,-0.839526
2836,-0.001164,-0.834648
2837,-0.001163,-0.834648
2838,-0.001162,-0.831395
2839,-0.001161,-0.828142
2840,-0.00116,-0.821637
2841,-0.001159,-0.820011
2842,-0.001158,-0.816758
2843,-0.001157,-0.811879
2844,-0.001156,-0.811879
2845,-0.001155,-0.808627
2846,-0.001154,-0.805374
2847,-0.001153,-0.798869
2848,-0.001152,-0.797243
2849,-0.001151,-0.79399
2850,-0.00115,-0.790737
2851,-0.001149,-0.787485
2852,-0.001148,-0.78098
2853,-0.001147,-0.78098
2854,-0.001146,-0.774474
