;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
3879,-0.000121,-0.672017
3880,-0.00012,-0.670391
3881,-0.000119,-0.663886
3882,-0.000118,-0.660633
3883,-0.000117,-0.655754
3884,-0.000116,-0.649249
3885,-0.000115,-0.645997
3886,-0.000114,-0.64437
3887,-0.000113,-0.637865
3888,-0.000112,-0.632986
3889,-0.000111,-0.628107
3890,-0.00011,-0.623228
3891,-0.000109,-0.616723
3892,-0.000108,-0.611844
3893,-0.000107,-0.610218
3894,-0.000106,-0.605339
3895,-0.000105,-0.602086
3896,-0.000104,-0.593955
3897,-0.000103,-0.589076
3898,-0.000102,-0.582571
3899,-0.000101,-0.579318
3900,-0.0001,-0.576066
3901,-9.9e-05,-0.56956
3902,-9.8e-05,-0.564681
3903,-9.7e-05,-0.559803
3904,-9.6e-05,-0.554924
3905,-9.5e-05,-0.550045
3906,-9.4e-05,-0.54354
3907,-9.3e-05,-0.540287
3908,-9.2e-05,-0.537034
3909,-9.1e-05,-0.528903
3910,-9e-05,-0.52565
3911,-8.9e-05,-0.519145
3912,-8.8e-05,-0.51264
3913,-8.7e-05,-0.511014
3914,-8.6e-05,-0.504508
3915,-8.5e-05,-0.498003
3916,-8.4e-05,-0.49475
3917,-8.3e-05,-0.486619
3918,-8.2e-05,-0.483366
3919,-8.1e-05,-0.476861
3920,-8e-05,-0.471982
3921,-7.9e-05,-0.46873
3922,-7.8e-05,-0.462224
3923,-7.7e-05,-0.455719
3924,-7.6e-05,-0.45084
3925,-7.5e-05,-0.444335
3926,-7.4e-05,-0.439456
3927,-7.3e-05,-0.434577
3928,-7.2e-05,-0.428072
3929,-7.1e-05,-0.423193
3930,-7e-05,-0.416688
3931,-6.9e-05,-0.413435
3932,-6.8e-05,-0.40693
3933,-6.7e-05,-0.400425
3934,-6.6e-05,-0.395546
3935,-6.5e-05,-0.389041
3936,-6.4e-05,-0.384162
3937,-6.3e-05,-0.377657
3938,-6.2e-05,-0.371152
3939,-6.1e-05,-0.367899
3940,-6e-05,-0.361394
3941,-5.9e-05,-0.356515
3942,-5.8e-05,-0.35001
3943,-5.7e-05,-0.341878
3944,-5.6e-05,-0.338625
3945,-5.5e-05,-0.33212
3946,-5.4e-05,-0.327241
3947,-5.3e-05,-0.320736
3948,-5.2e-05,-0.314231
3949,-5.1e-05,-0.309352
3950,-5e-05,-0.304473
3951,-4.9e-05,-0.297968
3952,-4.8e-05,-0.293089
3953,-4.7e-05,-0.286584
3954,-4.6e-05,-0.280079
3955,-4.5e-05,-0.276826
3956,-4.4e-05,-0.268695
3957,-4.3e-05,-0.262189
3958,-4.2e-05,-0.255684
3959,-4.1e-05,-0.252432
3960,-4e-05,-0.245926
3961,-3.9e-05,-0.239421
3962,-3.8e-05,-0.232916
3963,-3.7e-05,-0.226411
3964,-3.6e-05,-0.223158
3965,-3.5e-05,-0.215027
3966,-3.4e-05,-0.208521
3967,-3.3e-05,-0.202016
3968,-3.2e-05,-0.198764
3969,-3.1e-05,-0.190632
3970,-3e-05,-0.187379
3971,-2.9e-05,-0.179248
3972,-2.8e-05,-0.172743
3973,-2.7e-05,-0.167864
3974,-2.6e-05,-0.162985
3975,-2.5e-05,-0.15648
3976,-2.4e-05,-0.149974
3977,-2.3e-05,-0.143469
3978,-2.2e-05,-0.136964
3979,-2.1e-05,-0.132085
3980,-2e-05,-0.12558
3981,-1.9e-05,-0.119075
3982,-1.8e-05,-0.115822
3983,-1.7e-05,-0.106064
3984,-1.6e-05,-0.0995591
3985,-1.5e-05,-0.0946802
3986,-1.4e-05,-0.088175
3987,-1.3e-05,-0.0832961
3988,-1.2e-05,-0.0767909
3989,-1.1e-05,-0.0702857
3990,-1e-05,-0.0637805
3991,-9e-06,-0.0589016
3992,-8e-06,-0.0523964
3993,-7e-06,-0.0475175
3994,-6e-06,-0.0410122
3995,-5e-06,-0.034507
3996,-4e-06,-0.0280018
3997,-3e-06,-0.0214966
3998,-2e-06,-0.0166177
3999,-1e-06,-0.0101125
4000,0,-0.00360731
4001,1e-06,0.0012716
4002,2e-06,0.00777681
4003,3e-06,0.014282
4004,4e-06,0.0207872
4005,5e-06,0.0256661
4006,6e-06,0.0321713
4007,7e-06,0.0386765
4008,8e-06,0.0451818
4009,9e-06,0.051687
4010,1e-05,0.0565659
4011,1.1e-05,0.0630711
4012,1.2e-05,0.0695763
4013,1.3e-05,0.0760815
4014,1.4e-05,0.0825867
4015,1.5e-05,0.0890919
4016,1.6e-05,0.0955971
4017,1.7e-05,0.0988497
4018,1.8e-05,0.105355
4019,1.9e-05,0.11186
4020,2e-05,0.118365
4021,2.1e-05,0.124871
4022,2.2e-05,0.131376
4023,2.3e-05,0.136255
4024,2.4e-05,0.14276
4025,2.5e-05,0.149265
4026,2.6e-05,0.15577
4027,2.7e-05,0.162275
4028,2.8e-05,0.165528
4029,2.9e-05,0.17366
4030,3e-05,0.180165
4031,3.1e-05,0.185044
4032,3.2e-05,0.191549
4033,3.3e-05,0.198054
4034,3.4e-05,0.202933
4035,3.5e-05,0.209438
4036,3.6e-05,0.214317
4037,3.7e-05,0.220822
4038,3.8e-05,0.227328
4039,3.9e-05,0.233833
4040,4e-05,0.240338
4041,4.1e-05,0.245217
4042,4.2e-05,0.251722
4043,4.3e-05,0.256601
4044,4.4e-05,0.263106
4045,4.5e-05,0.267985
4046,4.6e-05,0.27449
4047,4.7e-05,0.280996
4048,4.8e-05,0.287501
4049,4.9e-05,0.29238
4050,5e-05,0.298885
4051,5.1e-05,0.303764
4052,5.2e-05,0.308643
4053,5.3e-05,0.315148
4054,5.4e-05,0.320027
4055,5.5e-05,0.326532
4056,5.6e-05,0.333037
4057,5.7e-05,0.339542
4058,5.8e-05,0.341169
4059,5.9e-05,0.347674
4060,6e-05,0.354179
4061,6.1e-05,0.360684
4062,6.2e-05,0.36719
4063,6.3e-05,0.375321
4064,6.4e-05,0.378574
4065,6.5e-05,0.383453
4066,6.6e-05,0.389958
4067,6.7e-05,0.39321
4068,6.8e-05,0.399716
4069,6.9e-05,0.406221
4070,7e-05,0.412726
4071,7.1e-05,0.417605
4072,7.2e-05,0.422484
4073,7.3e-05,0.427363
4074,7.4e-05,0.433868
4075,7.5e-05,0.43712
4076,7.6e-05,0.445252
4077,7.7e-05,0.450131
4078,7.8e-05,0.456636
4079,7.9e-05,0.461515
4080,8e-05,0.464768
4081,8.1e-05,0.469647
4082,8.2e-05,0.476152
4083,8.3e-05,0.482657
4084,8.4e-05,0.489162
4085,8.5e-05,0.494041
4086,8.6e-05,0.497294
4087,8.7e-05,0.503799
4088,8.8e-05,0.507051
4089,8.9e-05,0.510304
4090,9e-05,0.518436
4091,9.1e-05,0.524941
4092,9.2e-05,0.52982
4093,9.3e-05,0.533072
4094,9.4e-05,0.537951
4095,9.5e-05,0.541204
4096,9.6e-05,0.547709
4097,9.7e-05,0.554214
4098,9.8e-05,0.559093
4099,9.9e-05,0.563972
4100,0.0001,0.570477
4101,0.000101,0.57373
4102,0.000102,0.578609
4103,0.000103,0.581861
4104,0.000104,0.58674
4105,0.000105,0.596498
4106,0.000106,0.598124
4107,0.000107,0.60463
4108,0.000108,0.607882
4109,0.000109,0.609509
4110,0.00011,0.616014
4111,0.000111,0.624145
4112,0.000112,0.627398
4113,0.000113,0.633903
4114,0.000114,0.637156
4115,0.000115,0.640408
4116,0.000116,0.643661
4117,0.000117,0.64854
4118,0.000118,0.656671
4119,0.000119,0.659924
4120,0.00012,0.664803
4121,0.000121,0.668055
4122,0.000122,0.669682
4123,0.000123,0.676187
4124,0.000124,0.681066
4125,0.000125,0.684318
4126,0.000126,0.690824
4127,0.000127,0.695702
4128,0.000128,0.698955
4129,0.000129,0.702208
4130,0.00013,0.70546
4131,0.000131,0.708713
4132,0.000132,0.715218
4133,0.000133,0.720097
4134,0.000134,0.726602
4135,0.000135,0.724976
4136,0.000136,0.731481
4137,0.000137,0.733107
4138,0.000138,0.737986
4139,0.000139,0.744492
4140,0.00014,0.747744
4141,0.000141,0.752623
4142,0.000142,0.755876
4143,0.000143,0.759128
4144,0.000144,0.760755
4145,0.000145,0.765634
4146,0.000146,0.768886
4147,0.000147,0.773765
4148,0.000148,0.778644
4149,0.000149,0.781897
4150,0.00015,0.785149
4151,0.000151,0.786775
4152,0.000152,0.790028
4153,0.000153,0.793281
4154,0.000154,0.79816
4155,0.000155,0.804665
4156,0.000156,0.806291
4157,0.000157,0.809544
4158,0.000158,0.814423
4159,0.000159,0.814423
4160,0.00016,0.817675
4161,0.000161,0.82418
4162,0.000162,0.82418
4163,0.000163,0.829059
4164,0.000164,0.832312
4165,0.000165,0.835564
4166,0.000166,0.838817
4167,0.000167,0.840443
4168,0.000168,0.843696
4169,0.000169,0.846949
4170,0.00017,0.851828
4171,0.000171,0.85508
4172,0.000172,0.85508
4173,0.000173,0.856706
4174,0.000174,0.859959
4175,0.000175,0.863212
4176,0.000176,0.868091
4177,0.000177,0.871343
4178,0.000178,0.874596
4179,0.000179,0.876222
4180,0.00018,0.876222
4181,0.000181,0.879475
4182,0.000182,0.882727
4183,0.000183,0.88598
4184,0.000184,0.889232
4185,0.000185,0.892485
4186,0.000186,0.895738
4187,0.000187,0.894111
4188,0.000188,0.897364
4189,0.000189,0.900617
4190,0.00019,0.900617
4191,0.000191,0.903869
4192,0.000192,0.907122
4193,0.000193,0.908748
4194,0.000194,0.910374
4195,0.000195,0.913627
4196,0.000196,0.913627
4197,0.000197,0.918506
4198,0.000198,0.918506
4199,0.000199,0.923385
4200,0.0002,0.923385
4201,0.000201,0.925011
4202,0.000202,0.928264
4203,0.000203,0.928264
4204,0.000204,0.931516
4205,0.000205,0.931516
4206,0.000206,0.936395
4207,0.000207,0.936395
4208,0.000208,0.936395
4209,0.000209,0.938021
4210,0.00021,0.939648
4211,0.000211,0.9429
4212,0.000212,0.9429
4213,0.000213,0.946153
4214,0.000214,0.946153
4215,0.000215,0.947779
4216,0.000216,0.947779
4217,0.000217,0.949406
4218,0.000218,0.951032
4219,0.000219,0.951032
4220,0.00022,0.955911
4221,0.000221,0.955911
4222,0.000222,0.955911
4223,0.000223,0.955911
4224,0.000224,0.955911
4225,0.000225,0.959163
4226,0.000226,0.962416
4227,0.000227,0.96079
4228,0.000228,0.962416
4229,0.000229,0.962416
4230,0.00023,0.962416
4231,0.000231,0.962416
4232,0.000232,0.965669
4233,0.000233,0.967295
4234,0.000234,0.967295
4235,0.000235,0.965669
4236,0.000236,0.965669
4237,0.000237,0.968921
4238,0.000238,0.968921
4239,0.000239,0.972174
4240,0.00024,0.970548
4241,0.000241,0.970548
4242,0.000242,0.968921
4243,0.000243,0.970548
4244,0.000244,0.967295
4245,0.000245,0.970548
4246,0.000246,0.9738
4247,0.000247,0.9738
4248,0.000248,0.9738
4249,0.000249,0.972174
4250,0.00025,0.9738
4251,0.000251,0.970548
4252,0.000252,0.970548
4253,0.000253,0.9738
4254,0.000254,0.972174
4255,0.000255,0.9738
4256,0.000256,0.970548
4257,0.000257,0.968921
4258,0.000258,0.967295
4259,0.000259,0.970548
4260,0.00026,0.970548
4261,0.000261,0.970548
4262,0.000262,0.972174
4263,0.000263,0.968921
4264,0.000264,0.967295
4265,0.000265,0.964042
4266,0.000266,0.965669
4267,0.000267,0.968921
4268,0.000268,0.968921
4269,0.000269,0.965669
4270,0.00027,0.965669
4271,0.000271,0.965669
4272,0.000272,0.962416
4273,0.000273,0.959163
4274,0.000274,0.96079
4275,0.000275,0.96079
4276,0.000276,0.96079
4277,0.000277,0.96079
4278,0.000278,0.957537
4279,0.000279,0.954284
4280,0.00028,0.955911
4281,0.000281,0.952658
4282,0.000282,0.954284
4283,0.000283,0.954284
4284,0.000284,0.949406
4285,0.000285,0.949406
4286,0.000286,0.946153
4287,0.000287,0.946153
4288,0.000288,0.944527
4289,0.000289,0.9429
4290,0.00029,0.941274
4291,0.000291,0.941274
4292,0.000292,0.938021
4293,0.000293,0.938021
4294,0.000294,0.938021
4295,0.000295,0.934769
4296,0.000296,0.933143
4297,0.000297,0.931516
4298,0.000298,0.92989
4299,0.000299,0.926637
4300,0.0003,0.923385
4301,0.000301,0.923385
4302,0.000302,0.921758
4303,0.000303,0.918506
4304,0.000304,0.918506
4305,0.000305,0.915253
4306,0.000306,0.912001
4307,0.000307,0.912001
4308,0.000308,0.907122
4309,0.000309,0.905495
4310,0.00031,0.903869
4311,0.000311,0.903869
4312,0.000312,0.900617
4313,0.000313,0.897364
4314,0.000314,0.894111
4315,0.000315,0.892485
4316,0.000316,0.889232
4317,0.000317,0.887606
4318,0.000318,0.887606
4319,0.000319,0.882727
4320,0.00032,0.879475
4321,0.000321,0.876222
4322,0.000322,0.872969
4323,0.000323,0.871343
4324,0.000324,0.871343
4325,0.000325,0.868091
4326,0.000326,0.864838
4327,0.000327,0.861585
4328,0.000328,0.856706
4329,0.000329,0.853454
4330,0.00033,0.853454
4331,0.000331,0.850201
4332,0.000332,0.846949
4333,0.000333,0.843696
4334,0.000334,0.840443
4335,0.000335,0.837191
4336,0.000336,0.832312
4337,0.000337,0.830686
4338,0.000338,0.830686
4339,0.000339,0.825807
4340,0.00034,0.82418
4341,0.000341,0.817675
4342,0.000342,0.816049
4343,0.000343,0.807917
4344,0.000344,0.809544
4345,0.000345,0.804665
4346,0.000346,0.803038
4347,0.000347,0.79816
4348,0.000348,0.794907
4349,0.000349,0.793281
4350,0.00035,0.786775
4351,0.000351,0.783523
4352,0.000352,0.78027
4353,0.000353,0.777018
4354,0.000354,0.773765
4355,0.000355,0.770512
4356,0.000356,0.765634
4357,0.000357,0.762381
4358,0.000358,0.759128
4359,0.000359,0.754249
4360,0.00036,0.750997
4361,0.000361,0.746118
4362,0.000362,0.742865
4363,0.000363,0.737986
4364,0.000364,0.734734
4365,0.000365,0.729855
4366,0.000366,0.728229
4367,0.000367,0.724976
4368,0.000368,0.720097
4369,0.000369,0.713592
4370,0.00037,0.710339
4371,0.000371,0.70546
4372,0.000372,0.702208
4373,0.000373,0.698955
4374,0.000374,0.695702
4375,0.000375,0.690824
4376,0.000376,0.684318
4377,0.000377,0.679439
4378,0.000378,0.676187
4379,0.000379,0.672934
4380,0.00038,0.668055
4381,0.000381,0.664803
4382,0.000382,0.659924
4383,0.000383,0.655045
4384,0.000384,0.64854
4385,0.000385,0.645287
4386,0.000386,0.640408
4387,0.000387,0.637156
4388,0.000388,0.632277
4389,0.000389,0.625772
4390,0.00039,0.619266
4391,0.000391,0.616014
4392,0.000392,0.611135
4393,0.000393,0.607882
4394,0.000394,0.60463
4395,0.000395,0.598124
4396,0.000396,0.593246
4397,0.000397,0.588367
4398,0.000398,0.581861
4399,0.000399,0.580235
4400,0.0004,0.57373
4401,0.000401,0.570477
4402,0.000402,0.562346
4403,0.000403,0.559093
4404,0.000404,0.552588
4405,0.000405,0.547709
4406,0.000406,0.544456
4407,0.000407,0.537951
4408,0.000408,0.534699
4409,0.000409,0.528193
4410,0.00041,0.523315
4411,0.000411,0.516809
4412,0.000412,0.51193
4413,0.000413,0.508678
4414,0.000414,0.502173
4415,0.000415,0.497294
4416,0.000416,0.490788
4417,0.000417,0.487536
4418,0.000418,0.479404
4419,0.000419,0.476152
4420,0.00042,0.471273
4421,0.000421,0.466394
4422,0.000422,0.459889
4423,0.000423,0.45501
4424,0.000424,0.450131
4425,0.000425,0.443626
4426,0.000426,0.43712
4427,0.000427,0.433868
4428,0.000428,0.428989
4429,0.000429,0.422484
4430,0.00043,0.415979
4431,0.000431,0.409473
4432,0.000432,0.406221
4433,0.000433,0.399716
4434,0.000434,0.39321
4435,0.000435,0.389958
4436,0.000436,0.383453
4437,0.000437,0.376947
4438,0.000438,0.370442
4439,0.000439,0.363937
4440,0.00044,0.359058
4441,0.000441,0.355805
4442,0.000442,0.3493
4443,0.000443,0.342795
4444,0.000444,0.339542
4445,0.000445,0.331411
4446,0.000446,0.324906
4447,0.000447,0.320027
4448,0.000448,0.315148
4449,0.000449,0.310269
4450,0.00045,0.303764
4451,0.000451,0.300511
4452,0.000452,0.290753
4453,0.000453,0.284248
4454,0.000454,0.279369
4455,0.000455,0.27449
4456,0.000456,0.267985
4457,0.000457,0.263106
4458,0.000458,0.256601
4459,0.000459,0.250096
4460,0.00046,0.243591
4461,0.000461,0.238712
4462,0.000462,0.232206
4463,0.000463,0.227328
4464,0.000464,0.220822
4465,0.000465,0.214317
4466,0.000466,0.207812
4467,0.000467,0.201307
4468,0.000468,0.194802
4469,0.000469,0.189923
4470,0.00047,0.18667
4471,0.000471,0.180165
4472,0.000472,0.172033
4473,0.000473,0.165528
4474,0.000474,0.157397
4475,0.000475,0.154144
4476,0.000476,0.149265
4477,0.000477,0.144386
4478,0.000478,0.137881
4479,0.000479,0.129749
4480,0.00048,0.123244
4481,0.000481,0.116739
4482,0.000482,0.108608
4483,0.000483,0.106981
4484,0.000484,0.100476
4485,0.000485,0.0939708
4486,0.000486,0.0890919
4487,0.000487,0.0793341
4488,0.000488,0.0728289
4489,0.000489,0.0695763
4490,0.00049,0.0630711
4491,0.000491,0.0598185
4492,0.000492,0.051687
4493,0.000493,0.0468081
4494,0.000494,0.0370502
4495,0.000495,0.030545
4496,0.000496,0.0256661
4497,0.000497,0.0224135
4498,0.000498,0.0159083
4499,0.000499,0.00940311
4500,0.0005,0.0045242
4501,0.000501,-0.00523361
4502,0.000502,-0.00848621
4503,0.000503,-0.0166177
4504,0.000504,-0.0214966
4505,0.000505,-0.0247492
4506,0.000506,-0.0328807
4507,0.000507,-0.0393859
4508,0.000508,-0.0458912
4509,0.000509,-0.0523964
4510,0.00051,-0.0589016
4511,0.000511,-0.0637805
4512,0.000512,-0.0686594
4513,0.000513,-0.0751646
4514,0.000514,-0.0816698
4515,0.000515,-0.088175
4516,0.000516,-0.0946802
4517,0.000517,-0.101185
4518,0.000518,-0.107691
4519,0.000519,-0.11257
4520,0.00052,-0.117448
4521,0.000521,-0.123954
4522,0.000522,-0.130459
4523,0.000523,-0.136964
4524,0.000524,-0.143469
4525,0.000525,-0.149974
4526,0.000526,-0.15648
4527,0.000527,-0.162985
4528,0.000528,-0.166238
4529,0.000529,-0.172743
4530,0.00053,-0.179248
4531,0.000531,-0.184127
4532,0.000532,-0.192258
4533,0.000533,-0.197137
4534,0.000534,-0.205269
4535,0.000535,-0.208521
4536,0.000536,-0.215027
4537,0.000537,-0.223158
4538,0.000538,-0.226411
4539,0.000539,-0.232916
4540,0.00054,-0.239421
4541,0.000541,-0.245926
4542,0.000542,-0.252432
4543,0.000543,-0.258937
4544,0.000544,-0.262189
4545,0.000545,-0.268695
4546,0.000546,-0.2752
4547,0.000547,-0.281705
4548,0.000548,-0.286584
4549,0.000549,-0.294715
4550,0.00055,-0.299594
4551,0.000551,-0.302847
4552,0.000552,-0.309352
4553,0.000553,-0.315857
4554,0.000554,-0.322362
4555,0.000555,-0.327241
4556,0.000556,-0.33212
4557,0.000557,-0.338625
4558,0.000558,-0.341878
4559,0.000559,-0.35001
4560,0.00056,-0.356515
4561,0.000561,-0.36302
4562,0.000562,-0.369525
4563,0.000563,-0.374404
4564,0.000564,-0.377657
4565,0.000565,-0.384162
4566,0.000566,-0.389041
4567,0.000567,-0.395546
4568,0.000568,-0.402051
4569,0.000569,-0.40693
4570,0.00057,-0.411809
4571,0.000571,-0.416688
4572,0.000572,-0.423193
4573,0.000573,-0.429698
4574,0.000574,-0.436204
4575,0.000575,-0.441083
4576,0.000576,-0.445961
4577,0.000577,-0.449214
4578,0.000578,-0.455719
4579,0.000579,-0.460598
4580,0.00058,-0.467103
4581,0.000581,-0.473609
4582,0.000582,-0.478487
4583,0.000583,-0.483366
4584,0.000584,-0.488245
4585,0.000585,-0.493124
4586,0.000586,-0.499629
4587,0.000587,-0.502882
4588,0.000588,-0.509387
4589,0.000589,-0.515892
4590,0.00059,-0.519145
4591,0.000591,-0.52565
4592,0.000592,-0.528903
4593,0.000593,-0.535408
4594,0.000594,-0.541913
4595,0.000595,-0.545166
4596,0.000596,-0.551671
4597,0.000597,-0.554924
4598,0.000598,-0.559803
4599,0.000599,-0.564681
4600,0.0006,-0.56956
4601,0.000601,-0.576066
4602,0.000602,-0.579318
4603,0.000603,-0.584197
4604,0.000604,-0.589076
4605,0.000605,-0.593955
4606,0.000606,-0.598834
4607,0.000607,-0.603713
4608,0.000608,-0.608592
4609,0.000609,-0.61347
4610,0.00061,-0.618349
4611,0.000611,-0.624855
4612,0.000612,-0.628107
4613,0.000613,-0.63136
4614,0.000614,-0.636239
4615,0.000615,-0.641118
4616,0.000616,-0.645997
4617,0.000617,-0.652502
4618,0.000618,-0.655754
4619,0.000619,-0.659007
4620,0.00062,-0.66226
4621,0.000621,-0.667138
4622,0.000622,-0.673644
4623,0.000623,-0.678523
4624,0.000624,-0.683402
4625,0.000625,-0.683402
4626,0.000626,-0.691533
4627,0.000627,-0.693159
4628,0.000628,-0.698038
4629,0.000629,-0.702917
4630,0.00063,-0.707796
4631,0.000631,-0.711049
4632,0.000632,-0.717554
4633,0.000633,-0.71918
4634,0.000634,-0.722433
4635,0.000635,-0.727312
4636,0.000636,-0.730564
4637,0.000637,-0.737069
4638,0.000638,-0.740322
4639,0.000639,-0.743575
4640,0.00064,-0.746827
4641,0.000641,-0.751706
4642,0.000642,-0.754959
4643,0.000643,-0.759838
4644,0.000644,-0.76309
4645,0.000645,-0.767969
4646,0.000646,-0.771222
4647,0.000647,-0.776101
4648,0.000648,-0.779353
4649,0.000649,-0.782606
4650,0.00065,-0.784232
4651,0.000651,-0.790737
4652,0.000652,-0.79399
4653,0.000653,-0.797243
4654,0.000654,-0.800495
4655,0.000655,-0.803748
4656,0.000656,-0.807
4657,0.000657,-0.810253
4658,0.000658,-0.813506
4659,0.000659,-0.818385
4660,0.00066,-0.820011
4661,0.000661,-0.823263
4662,0.000662,-0.823263
4663,0.000663,-0.829769
4664,0.000664,-0.833021
4665,0.000665,-0.836274
4666,0.000666,-0.841153
4667,0.000667,-0.844405
4668,0.000668,-0.844405
4669,0.000669,-0.847658
4670,0.00067,-0.852537
4671,0.000671,-0.854163
4672,0.000672,-0.855789
4673,0.000673,-0.860668
4674,0.000674,-0.863921
4675,0.000675,-0.863921
4676,0.000676,-0.8688
4677,0.000677,-0.8688
4678,0.000678,-0.873679
4679,0.000679,-0.875305
4680,0.00068,-0.88181
4681,0.000681,-0.883437
4682,0.000682,-0.885063
4683,0.000683,-0.888316
4684,0.000684,-0.889942
4685,0.000685,-0.893194
4686,0.000686,-0.894821
4687,0.000687,-0.898073
4688,0.000688,-0.8997
4689,0.000689,-0.902952
4690,0.00069,-0.902952
4691,0.000691,-0.906205
4692,0.000692,-0.907831
4693,0.000693,-0.911084
4694,0.000694,-0.91271
4695,0.000695,-0.915963
4696,0.000696,-0.919215
4697,0.000697,-0.919215
4698,0.000698,-0.920842
4699,0.000699,-0.924094
4700,0.0007,-0.925721
4701,0.000701,-0.925721
4702,0.000702,-0.928973
4703,0.000703,-0.930599
4704,0.000704,-0.930599
4705,0.000705,-0.933852
4706,0.000706,-0.935478
4707,0.000707,-0.938731
4708,0.000708,-0.937105
4709,0.000709,-0.941984
4710,0.00071,-0.941984
4711,0.000711,-0.941984
4712,0.000712,-0.945236
4713,0.000713,-0.946862
4714,0.000714,-0.946862
4715,0.000715,-0.951741
4716,0.000716,-0.948489
4717,0.000717,-0.951741
4718,0.000718,-0.953368
4719,0.000719,-0.953368
4720,0.00072,-0.95662
4721,0.000721,-0.95662
4722,0.000722,-0.95662
4723,0.000723,-0.959873
4724,0.000724,-0.958247
4725,0.000725,-0.961499
4726,0.000726,-0.961499
4727,0.000727,-0.961499
4728,0.000728,-0.963125
4729,0.000729,-0.964752
4730,0.00073,-0.964752
4731,0.000731,-0.963125
4732,0.000732,-0.968004
4733,0.000733,-0.968004
4734,0.000734,-0.968004
4735,0.000735,-0.969631
4736,0.000736,-0.968004
4737,0.000737,-0.971257
4738,0.000738,-0.971257
4739,0.000739,-0.971257
4740,0.00074,-0.971257
4741,0.000741,-0.971257
4742,0.000742,-0.972883
4743,0.000743,-0.972883
4744,0.000744,-0.972883
4745,0.000745,-0.971257
4746,0.000746,-0.97451
4747,0.000747,-0.97451
4748,0.000748,-0.972883
4749,0.000749,-0.97451
4750,0.00075,-0.97451
4751,0.000751,-0.97451
4752,0.000752,-0.97451
4753,0.000753,-0.97451
4754,0.000754,-0.97451
4755,0.000755,-0.97451
4756,0.000756,-0.972883
4757,0.000757,-0.971257
4758,0.000758,-0.971257
4759,0.000759,-0.971257
4760,0.00076,-0.971257
4761,0.000761,-0.971257
4762,0.000762,-0.969631
4763,0.000763,-0.972883
4764,0.000764,-0.969631
4765,0.000765,-0.968004
4766,0.000766,-0.968004
4767,0.000767,-0.966378
4768,0.000768,-0.969631
4769,0.000769,-0.964752
4770,0.00077,-0.966378
4771,0.000771,-0.964752
4772,0.000772,-0.964752
4773,0.000773,-0.961499
4774,0.000774,-0.963125
4775,0.000775,-0.963125
4776,0.000776,-0.958247
4777,0.000777,-0.961499
4778,0.000778,-0.959873
4779,0.000779,-0.958247
4780,0.00078,-0.95662
4781,0.000781,-0.954994
4782,0.000782,-0.954994
4783,0.000783,-0.953368
4784,0.000784,-0.950115
4785,0.000785,-0.951741
4786,0.000786,-0.948489
4787,0.000787,-0.948489
4788,0.000788,-0.946862
4789,0.000789,-0.945236
4790,0.00079,-0.945236
4791,0.000791,-0.941984
4792,0.000792,-0.938731
4793,0.000793,-0.940357
4794,0.000794,-0.937105
4795,0.000795,-0.937105
4796,0.000796,-0.935478
4797,0.000797,-0.933852
4798,0.000798,-0.930599
4799,0.000799,-0.928973
4800,0.0008,-0.927347
4801,0.000801,-0.924094
4802,0.000802,-0.924094
4803,0.000803,-0.920842
4804,0.000804,-0.919215
4805,0.000805,-0.917589
4806,0.000806,-0.914336
4807,0.000807,-0.914336
4808,0.000808,-0.911084
4809,0.000809,-0.909457
4810,0.00081,-0.906205
4811,0.000811,-0.904579
4812,0.000812,-0.901326
4813,0.000813,-0.8997
4814,0.000814,-0.896447
4815,0.000815,-0.894821
4816,0.000816,-0.893194
4817,0.000817,-0.889942
4818,0.000818,-0.888316
4819,0.000819,-0.885063
4820,0.00082,-0.88181
4821,0.000821,-0.878558
4822,0.000822,-0.876931
4823,0.000823,-0.872053
4824,0.000824,-0.872053
4825,0.000825,-0.8688
4826,0.000826,-0.863921
4827,0.000827,-0.863921
4828,0.000828,-0.860668
4829,0.000829,-0.857416
4830,0.00083,-0.855789
4831,0.000831,-0.852537
4832,0.000832,-0.846032
4833,0.000833,-0.842779
4834,0.000834,-0.842779
4835,0.000835,-0.841153
4836,0.000836,-0.8379
4837,0.000837,-0.833021
4838,0.000838,-0.829769
4839,0.000839,-0.826516
4840,0.00084,-0.823263
4841,0.000841,-0.820011
4842,0.000842,-0.818385
4843,0.000843,-0.815132
4844,0.000844,-0.811879
4845,0.000845,-0.807
4846,0.000846,-0.803748
4847,0.000847,-0.800495
4848,0.000848,-0.795616
4849,0.000849,-0.792364
4850,0.00085,-0.790737
4851,0.000851,-0.787485
4852,0.000852,-0.78098
4853,0.000853,-0.777727
4854,0.000854,-0.774474
4855,0.000855,-0.771222
4856,0.000856,-0.767969
4857,0.000857,-0.76309
4858,0.000858,-0.761464
4859,0.000859,-0.754959
4860,0.00086,-0.75008
4861,0.000861,-0.745201
4862,0.000862,-0.745201
4863,0.000863,-0.740322
4864,0.000864,-0.737069
4865,0.000865,-0.733817
4866,0.000866,-0.727312
4867,0.000867,-0.724059
4868,0.000868,-0.717554
4869,0.000869,-0.714301
4870,0.00087,-0.711049
